,,,,,بيانات على مستوى الحي من تعداد 2015 ,,,,,,,,,,,,,,,,,,,,
GOV_CODE,المحافظة,LUAA_CODE,اللواء,DISTRICT_CODE,القضاء,COLLECTION_CODE,التجمع السكاني,AREA_CODE,المنطقة,QUERTER_CODE,الحي,الفئات العمرية,ذكر _اردني,انثى _اردني,ذكر _سوري,انثى _سوري,ذكر _عراقي,انثى _عراقي,ذكر_فلسطيني,انثى_فلسطيني,ذكر _مصري,انثى _مصري,اخرى _ذكر ,اخرى _انثى,المجموع
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,45-49,99,103,26,14,3,0,7,0,13,0,4,8,277
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,50-54,79,88,18,9,2,0,0,0,21,0,0,0,217
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,55-59,53,63,17,11,2,0,7,0,0,0,0,0,153
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,5-9,200,174,88,73,4,0,14,56,8,0,8,0,625
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,60-64,37,26,3,7,0,0,7,0,0,0,0,0,80
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,65-69,23,36,6,0,0,0,0,0,0,0,0,0,65
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,70-74,24,25,0,0,0,0,0,0,0,0,0,0,49
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,74-79,25,18,0,0,0,0,0,7,0,0,0,4,54
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130103,جبل الجوفة,80+,16,13,4,4,0,0,0,0,0,0,0,0,37
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,0-4,40,33,24,20,0,0,0,0,0,28,0,0,145
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,10-14,46,34,8,28,0,0,0,0,16,22,0,0,154
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,15-19,39,28,12,8,0,0,0,0,22,31,12,0,152
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,20-24,25,21,16,12,0,0,0,0,255,0,3,4,336
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,25-29,28,27,8,4,0,0,14,0,311,29,6,12,439
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,30-34,23,24,8,12,3,0,0,7,154,6,15,9,261
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,35-39,28,26,4,8,6,0,0,0,63,16,6,6,163
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,40-44,27,25,4,0,8,0,0,0,70,0,0,4,138
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,45-49,20,12,8,12,0,0,7,0,39,0,9,12,119
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,50-54,11,12,4,0,0,0,7,0,14,0,0,0,48
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,55-59,14,18,8,0,0,0,0,0,0,7,0,0,47
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,5-9,32,48,24,28,0,0,0,0,14,6,0,0,152
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,60-64,2,8,0,0,0,0,0,0,7,8,0,0,25
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,65-69,8,15,0,0,0,0,0,0,0,8,0,0,31
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,70-74,1,3,0,0,0,0,0,0,0,0,0,0,4
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,74-79,2,1,0,4,0,0,0,0,0,0,0,0,7
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130104,المدرج,80+,3,10,0,0,0,0,0,0,0,0,0,0,13
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,0-4,24,31,73,97,0,0,7,14,9,25,0,0,280
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,10-14,27,14,33,14,0,0,7,28,0,17,4,5,149
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,15-19,31,19,38,19,0,0,0,7,41,9,2,4,170
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,20-24,40,28,4,18,0,0,0,0,201,0,0,3,294
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,25-29,41,29,21,38,0,0,0,7,196,24,3,10,369
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,30-34,31,8,34,32,0,2,0,0,99,6,4,6,222
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,35-39,14,8,20,31,0,0,14,0,71,6,0,9,173
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,40-44,17,20,11,0,0,0,0,0,57,18,0,2,125
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,45-49,11,17,8,4,0,0,14,0,52,0,0,0,106
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,50-54,23,24,0,15,0,0,0,7,36,0,5,0,110
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,55-59,12,11,4,0,0,0,0,0,0,14,4,2,47
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,5-9,14,35,66,69,0,0,7,0,9,15,2,0,217
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,60-64,9,13,0,0,0,0,14,7,0,0,3,2,48
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,65-69,8,4,8,8,0,0,0,0,0,0,0,0,28
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,70-74,6,2,0,0,0,0,7,0,8,0,0,0,23
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,74-79,3,4,4,0,0,0,0,7,0,0,0,0,18
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130105,وادي السرور,80+,3,3,0,0,0,0,0,0,0,0,0,0,6
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,0-4,80,68,18,27,0,0,7,7,6,7,8,11,239
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,10-14,77,75,57,40,0,3,0,14,12,26,0,2,306
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,15-19,76,68,42,28,0,3,7,14,21,15,4,0,278
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,20-24,72,65,20,10,0,0,7,14,132,29,9,3,361
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,25-29,62,48,21,13,6,2,21,8,288,6,34,31,540
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,30-34,38,47,7,33,0,0,0,21,153,8,25,54,386
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,35-39,41,47,7,4,0,0,7,0,129,7,11,28,281
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,40-44,46,45,11,23,0,0,21,0,96,0,4,26,272
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,45-49,32,39,6,13,0,0,0,0,28,7,11,30,166
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,50-54,33,36,15,7,0,0,7,0,29,0,0,3,130
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,55-59,23,23,4,0,0,2,7,0,7,0,0,3,69
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,5-9,88,79,30,31,0,0,14,6,7,6,5,4,270
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,60-64,22,11,0,0,0,0,0,0,7,0,2,0,42
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,65-69,6,15,0,0,0,0,0,0,7,0,0,0,28
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,70-74,9,10,0,0,0,0,0,0,0,0,2,0,21
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,74-79,4,10,0,0,3,0,0,0,0,0,11,0,28
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130106,المهاجرين,80+,8,5,0,0,0,0,0,0,0,0,0,0,13
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,0-4,30,22,51,61,3,2,0,0,6,0,4,7,186
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,10-14,47,29,35,12,0,2,0,7,30,42,3,5,212
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,15-19,36,17,14,23,7,0,0,0,45,6,6,0,154
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,20-24,29,45,23,27,3,2,7,7,81,7,9,3,243
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,25-29,27,16,46,28,2,3,0,0,47,9,61,30,269
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,30-34,17,17,20,27,2,3,0,7,73,0,36,26,228
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,35-39,15,19,19,8,5,10,0,0,47,6,18,22,169
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,40-44,21,28,16,4,11,0,0,0,16,23,0,18,137
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,45-49,24,26,12,4,6,3,7,7,48,17,13,9,176
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,50-54,29,21,8,15,2,3,0,0,46,0,11,2,137
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,55-59,13,4,11,4,0,6,0,0,24,7,0,17,86
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,5-9,33,38,66,24,0,0,0,0,27,6,6,11,211
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,60-64,13,9,0,4,3,0,0,0,9,0,0,0,38
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,65-69,2,10,4,0,3,0,0,7,0,0,0,4,30
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,70-74,8,6,0,0,0,0,0,0,0,0,0,0,14
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,74-79,4,10,0,8,0,3,0,0,0,0,0,0,25
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130107,الرجوم,80+,5,4,0,0,0,0,0,0,0,0,0,0,9
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130108,العدلية,0-4,50,54,77,68,11,9,0,0,34,8,0,0,311
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130108,العدلية,10-14,45,54,55,27,5,2,14,7,48,53,6,2,318
11,العاصمة,1101,قصبة عمان,11011,عمان,11011113,المدينه,1101111301,المدينة,110111130108,العدلية,15-19,53,50,19,31,4,0,0,7,35,37,3,4,243
