,,,,,بيانات على مستوى الحي من تعداد 2015 ,,,,,,,,,,,,,,,,,,,,
GOV_CODE,المحافظة,LUAA_CODE,اللواء,DISTRICT_CODE,القضاء,COLLECTION_CODE,التجمع السكاني,AREA_CODE,المنطقة,QUERTER_CODE,الحي,الفئات العمرية,ذكر _اردني,انثى _اردني,ذكر _سوري,انثى _سوري,ذكر _عراقي,انثى _عراقي,ذكر_فلسطيني,انثى_فلسطيني,ذكر _مصري,انثى _مصري,اخرى _ذكر ,اخرى _انثى,المجموع
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140202,جبل النزهة,74-79,175,200,8,11,0,0,35,42,0,0,0,0,471
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140202,جبل النزهة,80+,143,163,10,11,0,0,35,77,0,0,3,8,450
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,0-4,"3,292","3,189",931,884,502,492,294,315,218,162,15,31,"10,325"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,10-14,"3,666","3,424",860,793,463,328,314,314,184,170,17,17,"10,550"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,15-19,"3,652","3,373",690,636,411,390,309,407,207,72,21,19,"10,187"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,20-24,"3,516","2,929",530,651,368,443,322,329,783,145,74,95,"10,185"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,25-29,"2,542","2,370",555,576,426,446,280,273,"1,241",178,85,211,"9,183"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,30-34,"2,171","2,224",523,469,373,332,224,147,"1,014",126,54,192,"7,849"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,35-39,"2,123","2,128",401,436,324,247,231,168,579,86,80,99,"6,902"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,40-44,"2,026","2,127",284,347,229,285,147,112,386,68,42,77,"6,130"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,45-49,"1,869","1,974",243,265,241,232,98,140,388,35,13,25,"5,523"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,50-54,"1,627","1,525",212,213,239,230,161,49,174,39,20,37,"4,526"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,55-59,"1,013",989,187,163,147,171,105,70,119,15,29,28,"3,036"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,5-9,"3,817","3,881","1,024",931,553,529,399,329,176,238,35,30,"11,942"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,60-64,701,673,105,83,151,132,77,42,24,16,32,0,"2,036"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,65-69,515,640,53,53,88,102,70,105,7,21,0,5,"1,659"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,70-74,435,439,53,26,49,50,56,56,0,0,15,0,"1,179"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,74-79,318,306,16,26,20,40,21,63,0,0,0,0,810
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140203,الهاشمي الشمالي,80+,231,252,15,22,23,35,14,35,0,0,5,2,634
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,0-4,"2,517","2,295",381,331,41,56,545,595,56,78,80,53,"7,028"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,10-14,"2,718","2,535",429,342,56,39,580,496,153,113,31,59,"7,551"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,15-19,"2,699","2,623",404,342,41,44,610,589,451,49,22,49,"7,923"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,20-24,"2,585","2,396",328,345,20,52,638,567,"1,254",103,48,83,"8,419"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,25-29,"2,057","2,020",277,319,26,47,322,310,"1,042",63,42,144,"6,669"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,30-34,"1,659","1,820",212,288,42,30,462,168,769,46,40,99,"5,635"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,35-39,"1,545","1,709",148,219,31,40,364,175,512,60,45,70,"4,918"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,40-44,"1,437","1,598",159,192,37,32,294,105,372,22,42,73,"4,363"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,45-49,"1,508","1,585",109,188,27,32,210,105,268,8,13,22,"4,075"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,50-54,"1,260","1,314",110,121,17,16,273,119,170,8,25,24,"3,457"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,55-59,916,874,95,44,13,18,168,56,49,32,20,16,"2,301"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,5-9,"2,862","2,706",447,406,40,71,581,642,91,126,58,106,"8,136"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,60-64,587,575,71,58,11,13,175,70,42,9,10,11,"1,632"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,65-69,479,523,24,34,5,9,154,91,0,0,5,2,"1,326"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,70-74,395,313,15,41,6,19,91,63,0,0,7,8,958
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,74-79,225,185,11,19,9,0,53,37,8,0,0,0,547
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140204,الجرن,80+,130,131,4,12,0,6,31,61,0,8,0,0,383
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,0-4,994,952,87,135,44,15,202,119,25,18,27,12,"2,630"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,10-14,"1,086","1,074",87,72,19,30,202,182,17,41,18,6,"2,834"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,15-19,"1,098","1,003",68,78,20,29,169,175,40,8,2,18,"2,708"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,20-24,"1,022","1,005",79,132,28,19,169,133,69,34,32,61,"2,783"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,25-29,874,850,78,83,10,17,168,119,65,23,19,98,"2,404"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,30-34,635,758,97,81,3,9,112,91,37,17,3,130,"1,973"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,35-39,605,740,58,35,14,10,154,70,17,24,7,68,"1,802"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,40-44,586,649,20,52,3,10,126,35,25,0,18,18,"1,542"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,45-49,598,589,27,50,22,18,119,21,8,0,6,23,"1,481"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,50-54,523,510,38,53,19,6,77,14,40,0,14,2,"1,296"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,55-59,358,357,28,44,0,5,42,28,24,23,7,24,940
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,5-9,"1,150","1,062",122,94,13,21,252,217,18,8,29,6,"2,992"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,60-64,278,200,31,32,12,3,28,7,0,0,6,14,611
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,65-69,159,164,23,11,0,11,49,21,7,9,0,0,454
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,70-74,149,115,12,3,5,5,56,14,0,0,0,0,359
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,74-79,67,55,3,3,0,2,0,7,0,0,8,0,145
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140205,الرواق,80+,40,46,0,8,2,0,0,0,0,0,0,6,102
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,0-4,"2,099","1,988",398,439,139,114,265,315,8,64,15,27,"5,871"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,10-14,"2,146","2,139",467,414,114,113,315,376,66,41,6,24,"6,221"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,15-19,"2,059","1,913",327,397,89,111,280,289,107,58,35,45,"5,710"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,20-24,"1,856","1,763",267,348,95,98,323,322,40,62,41,75,"5,290"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,25-29,"1,479","1,494",282,324,90,107,128,196,135,31,11,126,"4,403"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,30-34,"1,212","1,355",266,270,111,81,294,161,72,23,21,90,"3,956"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,35-39,"1,213","1,370",192,248,70,75,189,119,32,8,7,55,"3,578"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,40-44,"1,226","1,239",118,191,65,66,168,70,62,26,18,37,"3,286"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,45-49,"1,124","1,095",156,131,52,51,126,63,40,7,11,9,"2,865"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,50-54,890,831,150,106,57,49,105,70,49,14,14,8,"2,343"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,55-59,630,607,73,82,24,22,98,63,31,24,2,20,"1,676"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,5-9,"2,327","2,242",419,499,100,157,320,357,52,108,20,26,"6,627"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,60-64,363,374,58,68,25,22,56,63,0,26,22,0,"1,077"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,65-69,323,344,43,30,14,20,63,49,0,8,0,13,907
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,70-74,284,226,28,23,20,15,84,21,0,0,12,17,730
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,74-79,139,122,12,10,9,3,21,14,0,0,0,0,330
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140206,رغدان,80+,108,103,3,16,0,5,28,21,0,0,0,2,286
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,0-4,487,534,126,99,0,3,14,7,9,26,0,3,"1,308"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,10-14,588,547,79,76,3,10,21,35,24,25,3,0,"1,411"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,15-19,517,474,62,47,0,0,21,35,26,40,4,0,"1,226"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,20-24,445,431,47,63,2,4,28,7,30,9,6,6,"1,078"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,25-29,385,344,76,59,0,1,14,28,9,17,8,12,953
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,30-34,310,367,48,39,0,3,0,21,42,35,6,39,910
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,35-39,363,373,38,34,3,3,0,7,47,9,0,8,885
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,40-44,315,351,30,8,0,0,7,21,27,7,4,2,772
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,45-49,302,289,23,12,0,2,14,14,58,0,7,4,725
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,50-54,266,204,12,12,2,0,7,0,0,0,2,6,511
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,55-59,129,145,8,7,0,0,0,7,9,0,0,0,305
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,5-9,675,651,101,71,11,6,7,0,43,25,3,0,"1,593"
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,60-64,78,84,12,3,0,0,0,0,9,18,0,0,204
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,65-69,68,99,3,0,0,0,0,0,0,0,0,0,170
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,70-74,67,77,3,7,0,0,0,0,0,0,0,0,154
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,74-79,59,70,0,0,0,0,0,14,0,0,0,0,143
11,العاصمة,1102,ماركا,11021,ماركا,11021114,بسمان,1102111402,بسمان,110211140207,الهاشمي الجنوبي,80+,56,42,0,3,0,0,0,7,0,0,0,0,108
11,العاصمة,1103,القويسمة,11031,القويسمة,11031011,القويسمة والجويدة وابو علندا والرجيب,1103101111,القويسمة وابو علندا,110310111101,القويسمة,0-4,"1,049",982,122,240,12,2,97,140,156,146,3,12,"2,961"
11,العاصمة,1103,القويسمة,11031,القويسمة,11031011,القويسمة والجويدة وابو علندا والرجيب,1103101111,القويسمة وابو علندا,110310111101,القويسمة,10-14,"1,028","1,050",128,119,8,2,147,139,226,178,6,4,"3,035"
11,العاصمة,1103,القويسمة,11031,القويسمة,11031011,القويسمة والجويدة وابو علندا والرجيب,1103101111,القويسمة وابو علندا,110310111101,القويسمة,15-19,"1,017",994,92,112,10,2,126,176,158,160,0,4,"2,851"
11,العاصمة,1103,القويسمة,11031,القويسمة,11031011,القويسمة والجويدة وابو علندا والرجيب,1103101111,القويسمة وابو علندا,110310111101,القويسمة,20-24,"1,020",922,119,96,0,7,141,133,163,100,3,49,"2,753"
11,العاصمة,1103,القويسمة,11031,القويسمة,11031011,القويسمة والجويدة وابو علندا والرجيب,1103101111,القويسمة وابو علندا,110310111101,القويسمة,25-29,774,740,150,159,0,0,140,78,184,156,4,34,"2,419"
11,العاصمة,1103,القويسمة,11031,القويسمة,11031011,القويسمة والجويدة وابو علندا والرجيب,1103101111,القويسمة وابو علندا,110310111101,القويسمة,30-34,721,684,143,118,2,7,84,70,240,67,0,40,"2,176"
