المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,الجنسية,الجنس,LESS THAN 15,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80 ABOVE
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,أردني,ذكر,0,10,34,43,11,1,1,1,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,غير أردني,أنثى,4,11,28,4,9,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,غير أردني,ذكر,0,7,75,68,26,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,السيفية(زباير كنيعان),أردني,أنثى,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,السيفية(زباير كنيعان),أردني,ذكر,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,السيفية(زباير كنيعان),غير أردني,أنثى,0,28,20,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,السيفية(زباير كنيعان),غير أردني,ذكر,0,12,59,54,22,0,4,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الباسلية,أردني,أنثى,0,58,52,13,1,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الباسلية,أردني,ذكر,3,7,54,33,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الباسلية,غير أردني,أنثى,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الباسلية,غير أردني,ذكر,0,5,2,16,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الثمد,أردني,أنثى,1,13,20,8,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الثمد,أردني,ذكر,0,2,19,12,5,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),أردني,أنثى,6,57,105,44,15,8,5,3,1,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),أردني,ذكر,3,15,88,44,34,7,4,1,2,0,0,0,1,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),غير أردني,أنثى,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),غير أردني,ذكر,0,7,39,37,15,0,0,0,0,0,3,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,أردني,أنثى,25,736,958,245,64,13,3,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,أردني,ذكر,0,169,811,592,193,38,8,5,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,غير أردني,أنثى,18,410,236,96,10,0,7,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,غير أردني,ذكر,0,149,805,493,144,16,7,0,7,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخنان (الندوه),أردني,أنثى,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخنان (الندوه),أردني,ذكر,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخنان (الندوه),غير أردني,ذكر,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القناطر,أردني,أنثى,1,11,14,23,4,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القناطر,أردني,ذكر,0,0,14,21,6,0,3,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القناطر,غير أردني,أنثى,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القناطر,غير أردني,ذكر,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,أردني,أنثى,0,22,16,5,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,أردني,ذكر,0,0,24,15,5,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,غير أردني,أنثى,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,غير أردني,ذكر,0,0,31,39,24,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,أردني,أنثى,1,107,110,18,3,0,1,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,أردني,ذكر,0,16,119,55,10,1,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,غير أردني,أنثى,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,غير أردني,ذكر,0,3,43,36,17,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,أردني,أنثى,0,109,319,102,28,9,5,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,أردني,ذكر,0,24,163,196,58,14,6,3,1,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,غير أردني,أنثى,0,7,20,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,غير أردني,ذكر,0,0,71,161,27,10,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,أردني,أنثى,0,26,79,16,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,أردني,ذكر,0,3,57,54,6,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,غير أردني,أنثى,0,15,3,0,7,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,غير أردني,ذكر,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,خان الزبيب,خان الزبيب,خان الزبيب,غير أردني,ذكر,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الذرة,الذرة,الذره,أردني,أنثى,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الذرة,الذرة,الذره,أردني,ذكر,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,أردني,أنثى,4,41,54,13,10,3,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,أردني,ذكر,3,15,35,29,9,1,1,1,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,غير أردني,أنثى,0,18,10,3,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,غير أردني,ذكر,0,7,56,30,25,10,0,0,0,3,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,أردني,أنثى,1,64,191,68,13,4,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,أردني,ذكر,0,21,136,96,15,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,غير أردني,أنثى,0,48,52,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,غير أردني,ذكر,0,16,170,119,14,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,أردني,أنثى,0,30,73,25,6,0,0,1,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,أردني,ذكر,0,5,41,58,11,1,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,غير أردني,أنثى,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,غير أردني,ذكر,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,أردني,أنثى,3,206,167,45,9,2,1,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,أردني,ذكر,0,52,180,88,25,16,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,غير أردني,أنثى,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,غير أردني,ذكر,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرميل,الرميل,الرميل,أردني,أنثى,0,28,74,43,12,6,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرميل,الرميل,الرميل,أردني,ذكر,0,3,34,68,23,3,0,0,1,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرميل,الرميل,الرميل,غير أردني,أنثى,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الرميل,الرميل,الرميل,غير أردني,ذكر,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,طور الحشاش,طور الحشاش,طور الحشاش,أردني,أنثى,0,48,42,9,1,1,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,طور الحشاش,طور الحشاش,طور الحشاش,أردني,ذكر,0,5,40,22,5,1,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,أردني,أنثى,12,69,89,45,8,1,2,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,أردني,ذكر,5,18,79,67,12,6,2,0,3,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,غير أردني,أنثى,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,غير أردني,ذكر,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,أردني,أنثى,1,71,144,38,20,3,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,أردني,ذكر,2,13,72,91,41,9,2,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,غير أردني,أنثى,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,غير أردني,ذكر,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الياهون,الياهون,الياهون,أردني,أنثى,1,32,55,24,10,3,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الياهون,الياهون,الياهون,أردني,ذكر,0,5,36,38,19,9,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الياهون,الياهون,الياهون,غير أردني,ذكر,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,عليان,عليان,عليان,أردني,أنثى,0,26,27,18,7,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,عليان,عليان,عليان,أردني,ذكر,0,6,19,17,14,5,1,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,أردني,أنثى,0,48,43,15,2,0,3,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,أردني,ذكر,0,4,42,30,13,3,0,0,0,0,0,3,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,غير أردني,ذكر,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,أردني,أنثى,4,62,85,38,10,5,4,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,أردني,ذكر,0,11,72,62,25,2,1,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,غير أردني,أنثى,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,غير أردني,ذكر,0,8,0,30,45,18,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الثريا,الثريا,الثريا,أردني,أنثى,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الثريا,الثريا,الثريا,أردني,ذكر,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,الثريا,الثريا,الثريا,غير أردني,ذكر,0,0,0,32,8,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,أردني,أنثى,0,57,118,36,2,3,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,أردني,ذكر,0,9,70,64,20,3,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,غير أردني,أنثى,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,غير أردني,ذكر,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم فهيد,رجم فهيد,رجم فهيد,أردني,أنثى,0,8,29,20,9,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم فهيد,رجم فهيد,رجم فهيد,أردني,ذكر,0,4,11,27,3,3,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم فهيد,رجم فهيد,رجم فهيد,غير أردني,ذكر,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,أردني,أنثى,0,29,62,24,13,2,3,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,أردني,ذكر,0,3,42,47,15,2,0,3,1,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,غير أردني,أنثى,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,غير أردني,ذكر,0,8,24,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,أردني,أنثى,0,18,86,23,8,0,0,1,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,أردني,ذكر,0,2,44,47,18,4,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,غير أردني,أنثى,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,غير أردني,ذكر,0,16,50,45,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,البحيرات(منشية السواريه),البحيرات(منشية السواريه),البحيرات(منشية السواريه),أردني,أنثى,1,36,39,18,0,1,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,البحيرات(منشية السواريه),البحيرات(منشية السواريه),البحيرات(منشية السواريه),أردني,ذكر,0,9,22,41,16,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,أردني,أنثى,8,402,421,183,32,10,2,1,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,أردني,ذكر,1,53,398,236,119,44,6,0,2,0,1,0,0,0,0
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,غير أردني,أنثى,8,133,137,11,11,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,غير أردني,ذكر,0,32,191,154,79,6,3,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,أردني,أنثى,5,144,271,144,52,7,2,2,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,أردني,ذكر,4,24,168,196,117,25,5,3,3,0,0,0,0,0,0
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,غير أردني,أنثى,4,12,52,10,2,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,غير أردني,ذكر,3,64,142,36,32,15,0,3,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,أردني,أنثى,18,628,900,191,41,13,11,0,1,0,0,2,0,0,0
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,أردني,ذكر,2,137,737,529,115,22,7,2,2,0,0,2,0,0,0
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,غير أردني,أنثى,43,267,217,38,8,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,غير أردني,ذكر,4,49,348,239,59,7,7,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,أردني,أنثى,3,186,256,97,28,5,2,2,0,1,0,0,0,0,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,أردني,ذكر,0,30,214,183,53,19,4,0,0,0,0,0,1,0,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,غير أردني,أنثى,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,غير أردني,ذكر,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,أردني,أنثى,1,215,603,153,43,20,4,1,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,أردني,ذكر,0,32,348,328,175,27,6,2,1,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,غير أردني,أنثى,0,59,57,0,0,0,7,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,غير أردني,ذكر,0,9,78,43,3,4,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,أردني,أنثى,8,117,290,119,15,18,3,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,أردني,ذكر,3,12,181,191,85,16,5,3,0,1,0,0,0,0,0
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,غير أردني,أنثى,4,23,12,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,غير أردني,ذكر,0,0,11,20,0,4,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,أردني,أنثى,7,237,313,107,19,10,5,3,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,أردني,ذكر,5,43,256,215,66,18,6,0,1,0,1,0,0,0,0
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,غير أردني,أنثى,24,189,49,30,7,4,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,غير أردني,ذكر,4,32,177,76,31,6,5,4,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,أردني,أنثى,2,46,189,82,19,1,1,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,أردني,ذكر,1,10,75,147,57,9,2,0,4,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,غير أردني,أنثى,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,غير أردني,ذكر,0,28,337,126,30,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,أردني,أنثى,0,46,26,7,3,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,أردني,ذكر,0,6,47,18,2,2,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,غير أردني,أنثى,0,38,0,0,4,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,غير أردني,ذكر,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,روضة الحسين النموذجية,روضة الحسين النموذجية,روضة الحسين النموذجية,أردني,أنثى,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,روضة الحسين النموذجية,روضة الحسين النموذجية,روضة الحسين النموذجية,أردني,ذكر,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,روضة الحسين النموذجية,روضة الحسين النموذجية,روضة الحسين النموذجية,غير أردني,أنثى,4,26,12,0,8,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,روضة الحسين النموذجية,روضة الحسين النموذجية,روضة الحسين النموذجية,غير أردني,ذكر,0,4,12,20,4,2,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,أردني,أنثى,3,33,15,0,2,0,0,2,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,أردني,ذكر,0,7,30,16,2,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,غير أردني,أنثى,0,11,13,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,غير أردني,ذكر,0,0,17,31,4,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),أردني,أنثى,1,12,13,2,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),أردني,ذكر,0,4,11,9,3,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),غير أردني,أنثى,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),غير أردني,ذكر,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,أردني,أنثى,10,58,105,73,8,4,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,أردني,ذكر,2,9,53,87,44,9,1,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,غير أردني,أنثى,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,غير أردني,ذكر,0,47,152,107,95,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المطبة (المصطبه),المطبة (المصطبه),المطبة (المصطبه),أردني,أنثى,0,13,10,3,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المطبة (المصطبه),المطبة (المصطبه),المطبة (المصطبه),أردني,ذكر,0,2,11,9,3,1,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المطبة (المصطبه),المطبة (المصطبه),المطبة (المصطبه),غير أردني,أنثى,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المطبة (المصطبه),المطبة (المصطبه),المطبة (المصطبه),غير أردني,ذكر,0,4,4,19,0,0,0,7,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,أردني,أنثى,0,11,13,6,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,أردني,ذكر,0,1,11,7,6,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,غير أردني,أنثى,4,4,19,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,غير أردني,ذكر,0,21,343,171,44,0,0,0,0,0,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,أردني,أنثى,20,564,842,249,60,33,2,4,0,1,3,0,0,0,0
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,أردني,ذكر,6,122,606,615,197,28,6,6,4,3,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,غير أردني,أنثى,7,152,208,75,5,11,0,0,4,0,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,غير أردني,ذكر,0,37,171,244,53,21,0,8,0,0,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,سالم,سالم,سالم,أردني,أنثى,25,648,810,186,26,13,1,0,0,0,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,سالم,سالم,سالم,أردني,ذكر,7,102,691,640,109,32,4,1,0,1,0,0,0,0,0
