"","GOV_CODE","GOV_NAME_AR","LUAA_CODE","LUAA_NAME_AR","DISTRICT_CODE","DISTRICT_NAME_AR","COLLECTION_CODE","COLLECTION_NAME_AR","AREA_CODE","AREA_NAME_AR","QUERTER_CODE","QUERTER_NAME_AR","MALE_JORD","FEMALE_JORD","PER_JORD","FAM_JORD","متوسط حجم الاسرة يحسب كما يلي","MALE_OTH","FEMALE_OTH","PER_OTH","FAM_OTH","MALE_SYR","FEMALE_SYR","PER_SYR","FAM_SYR","MALE_PLST","FEMALE_PLST","PER_PLST","FAM_PLST","MALE_EGPT","FEMALE_EGPT","PER_EGPT","FAM_EGPT","MALE_IRQ","FEMALE_IRQ","PER_IRQ","FAM_IRQ","MALE_EMN","FEMALE_EMN","PER_EMN","FAM_EMN","MALE_LYP","FEMALE_LYP","PER_LYP","FAM_LYP","TOT"
"85","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110131","الثمد",133,102,235,41,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
"86","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072022","الثريا","1107202201","الثريا","110720220101","الثريا",14,16,30,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"87","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111110","المغبة الشرقي",194,211,405,83,NA,45,0,45,8,168,104,272,56,742,805,1547,216,761,49,810,148,6,0,6,3,30,0,30,8,0,0,0,0,3115
"88","11","العاصمة","1102","ماركا","11021","ماركا","11021112","النصر","1102111204","النصر","110211120401","الاميرالحسن",20767,20015,40782,8828,NA,99,237,336,107,3203,3047,6250,1253,3825,2916,6741,1041,2380,381,2761,381,121,104,225,60,9,3,12,5,0,6,6,1,57113
"89","11","العاصمة","1102","ماركا","11021","ماركا","11021111","ماركا","1102111103","ماركا","110211110302","حمزة",21644,21033,42677,9515,NA,238,376,614,152,5418,5582,11000,2239,3500,2968,6468,1031,5526,1875,7401,1116,1325,1222,2547,589,163,102,265,66,270,11,281,93,71253
"90","11","العاصمة","1103","القويسمة","11031","القويسمة","11031013","ام قصير والمقابلين","1103101313","ام قصير والمقابلين والبنيات","110310131302","المقابلين",17265,16558,33823,6960,NA,100,270,370,81,1654,1677,3331,647,1224,1281,2505,370,3202,913,4115,577,87,73,160,38,36,18,54,8,0,0,0,0,44358
"91","11","العاصمة","1109","ناعور","11091","ناعور","11091019","بصة ناعور","1109101901","بصة ناعور","110910190101","بصة ناعور",957,826,1783,414,NA,0,0,0,0,0,4,4,0,0,0,0,0,30,16,46,9,0,0,0,0,0,0,0,0,0,0,0,0,1833
"92","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072023","المشيرفة","1107202301","المشيرفة","110720230101","المشيرفة",543,558,1101,204,NA,0,0,0,0,3,9,12,3,0,0,0,0,27,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,1140
"93","11","العاصمة","1108","الموقر","11082","رجم الشامي","11082011","رجم الشامي الغربي","1108201101","رجم الشامي الغربي","110820110101","رجم الشامي الغربي",4205,4063,8268,1721,NA,21,25,46,13,574,511,1085,211,245,224,469,84,365,222,587,89,28,25,53,11,18,6,24,11,0,0,0,0,10532
"94","11","العاصمة","1109","ناعور","11092","ام البساتين","11092012","السامك","1109201201","السامك","110920120101","السامك",1428,1387,2815,535,NA,0,34,34,3,84,72,156,33,7,28,35,4,257,106,363,69,2,0,2,2,0,0,0,0,0,0,0,0,3405
"95","11","العاصمة","1101","قصبة عمان","11011","عمان","11011116","بدر","1101111607","بدر","110111160705","الياسمين",13761,13268,27029,6009,NA,206,566,772,171,1942,1917,3859,796,1617,1344,2961,473,868,261,1129,220,96,97,193,55,75,114,189,44,33,62,95,16,36227
"96","11","العاصمة","1104","الجامعة","11041","الجامعة","11041013","تلاع العلي وخلدا وام السماق","1104101317","تلاع العلي وخلدا وام السماق","110410131706","التلاع الشمالي",11227,11190,22417,5775,NA,858,1978,2836,654,2387,2377,4764,1128,2555,1968,4523,854,4470,798,5268,964,3122,3108,6230,1692,570,461,1031,252,1085,724,1809,327,48878
"97","11","العاصمة","1102","ماركا","11021","ماركا","11021013","طارق","1102101310","طارق","110210131009","الغابة",4190,3900,8090,1802,NA,214,127,341,75,139,155,294,61,287,161,448,86,103,31,134,22,29,35,64,17,75,81,156,37,0,0,0,0,9527
"98","11","العاصمة","1109","ناعور","11091","ناعور","11091018","ام السماق","1109101801","ام السماق","110910180101","ام السماق",7127,7064,14191,3200,NA,159,541,700,153,1017,970,1987,445,392,273,665,129,1017,181,1198,256,114,111,225,44,18,18,36,5,16,16,32,10,19034
"99","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111106","حطين",5448,5315,10763,2205,NA,18,67,85,23,413,449,862,175,392,399,791,116,258,152,410,39,0,2,2,0,3,5,8,1,0,0,0,0,12921
"100","11","العاصمة","1105","وادي السير","11051","وادي السير","11051013","مرج الحمام","1105101301","مرج الحمام","110510130105","الخامس",3870,3799,7669,1846,NA,38,102,140,39,1005,1023,2028,389,203,175,378,65,704,328,1032,142,42,26,68,23,6,0,6,0,5,5,10,5,11331
"101","11","العاصمة","1102","ماركا","11021","ماركا","11021114","بسمان","1102111402","بسمان","110211140206","رغدان",19478,19205,38683,8401,NA,190,511,701,172,3259,3596,6855,1353,2863,2569,5432,866,694,500,1194,184,1074,1109,2183,479,33,45,78,12,12,18,30,7,55156
"102","11","العاصمة","1101","قصبة عمان","11011","عمان","11011114","زهران","1101111408","زهران","110111140805","عبدون الجنوبي",2799,2758,5557,1415,NA,1194,2865,4059,757,98,104,202,49,119,133,252,46,3541,176,3717,513,536,594,1130,271,105,60,165,42,84,78,162,49,15244
"103","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121206","الفرقان",1070,1015,2085,458,NA,3,23,26,6,35,32,67,14,77,70,147,31,8,16,24,5,0,0,0,0,3,6,9,3,0,0,0,0,2358
"104","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111103","النهارية",17467,16280,33747,7296,NA,39,116,155,32,2682,2651,5333,1178,3430,2506,5936,1012,6819,1859,8678,1293,35,29,64,23,21,30,51,17,12,12,24,6,53988
"105","11","العاصمة","1102","ماركا","11021","ماركا","11021114","بسمان","1102111402","بسمان","110211140204","الجرن",25579,25202,50781,11286,NA,383,742,1125,252,3224,3301,6525,1348,5551,4249,9800,1648,5237,725,5962,770,422,524,946,231,51,48,99,24,54,29,83,20,75321
"106","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110105","القسطل",1841,1818,3659,751,NA,236,50,286,28,365,381,746,147,462,476,938,121,2288,476,2764,259,0,4,4,2,132,24,156,25,0,0,0,0,8553
"107","11","العاصمة","1105","وادي السير","11051","وادي السير","11051012","بدر الجديدة","1105101215","بدر الجديدة","110510121502","ام الاسود",1299,1275,2574,553,NA,28,150,178,45,43,112,155,35,0,0,0,0,207,24,231,57,3,0,3,1,15,6,21,6,0,0,0,0,3162
"108","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151903","المروج",3684,3557,7241,1562,NA,517,253,770,101,555,573,1128,185,105,84,189,29,236,51,287,56,24,22,46,10,3,0,3,2,240,24,264,2,9928
"109","11","العاصمة","1105","وادي السير","11051","وادي السير","11051013","مرج الحمام","1105101301","مرج الحمام","110510130102","الثاني",2524,2476,5000,1111,NA,56,121,177,42,563,610,1173,249,112,42,154,23,560,35,595,90,61,52,113,34,9,9,18,3,0,0,0,0,7230
"110","11","العاصمة","1109","ناعور","11091","ناعور","11091023","زبود","1109102301","زبود","110910230101","زبود",1018,833,1851,374,NA,10,14,24,8,72,72,144,35,42,56,98,15,203,8,211,40,3,0,3,2,9,6,15,5,0,0,0,0,2346
"111","11","العاصمة","1105","وادي السير","11051","وادي السير","11051012","بدر الجديدة","1105101215","بدر الجديدة","110510121505","السويسة",589,553,1142,262,NA,0,6,6,1,0,4,4,0,7,21,28,7,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1189
"112","11","العاصمة","1105","وادي السير","11051","وادي السير","11051012","بدر الجديدة","1105101215","بدر الجديدة","110510121506","زبدة",1071,998,2069,415,NA,3,43,46,8,32,40,72,16,0,0,0,0,112,8,120,18,9,6,15,3,0,0,0,0,0,0,0,0,2322
"113","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151905","مرج الفرس",1029,982,2011,410,NA,2,38,40,10,32,32,64,9,14,49,63,8,65,0,65,15,22,7,29,5,0,0,0,0,0,0,0,0,2272
"114","11","العاصمة","1108","الموقر","11082","رجم الشامي","11082018","الكتيفه","1108201801","الكتيفه","110820180101","الكتيفه",347,388,735,139,NA,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739
"115","11","العاصمة","1109","ناعور","11091","ناعور","11091012","العدسية","1109101201","العدسية","110910120101","العدسية",943,877,1820,368,NA,0,3,3,1,96,68,164,30,7,0,7,2,39,0,39,11,8,0,8,1,0,0,0,0,0,0,0,0,2041
"116","11","العاصمة","1108","الموقر","11082","رجم الشامي","11082017","الماجدية (زباره)","1108201701","الماجدية (زباره)","110820170101","الماجدية (زباره)",183,149,332,66,NA,0,0,0,0,0,4,4,1,0,0,0,0,9,54,63,3,0,0,0,0,0,0,0,0,0,0,0,0,399
"117","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110126","الشهباء(زباير الوتيري)",140,124,264,51,NA,0,0,0,0,36,44,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
"118","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110113","المنارة",217,238,455,88,NA,0,4,4,1,0,0,0,0,0,0,0,0,16,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,475
"119","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110134","الخنان (الندوه)",24,15,39,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,55
"120","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110101","الجيزة",2705,2257,4962,737,NA,1439,771,2210,20,1175,1234,2409,393,609,252,861,53,6339,297,6636,727,126,60,186,3,663,192,855,18,60,6,66,0,18185
"121","11","العاصمة","1102","ماركا","11021","ماركا","11021112","النصر","1102111204","النصر","110211120402","جبل النصر",10064,9636,19700,4408,NA,156,137,293,75,1886,1719,3605,735,994,770,1764,309,1635,356,1991,346,102,110,212,63,6,0,6,3,0,0,0,0,27571
"122","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111109","ابو صوانة",7332,6958,14290,2620,NA,89,71,160,31,341,497,838,177,525,469,994,140,199,114,313,38,5,2,7,4,0,0,0,0,0,0,0,0,16602
"123","11","العاصمة","1105","وادي السير","11051","وادي السير","11051011","وادي السير","1105101114","وادي السير","110510111405","وادي السير",12885,12594,25479,5736,NA,162,419,581,148,5246,4458,9704,2030,882,700,1582,248,6334,2135,8469,1211,51,54,105,29,15,3,18,8,0,6,6,1,45944
"124","11","العاصمة","1108","الموقر","11082","رجم الشامي","11082015","الذهيبة الغربية","1108201501","الذهيبة الغربية","110820150101","الذهيبة الغربية",2810,2610,5420,1046,NA,12,9,21,3,310,361,671,107,35,21,56,11,357,138,495,71,0,0,0,0,0,0,0,0,0,0,0,0,6663
"125","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110128","الغبية",276,254,530,107,NA,0,57,57,3,8,16,24,5,0,7,7,1,235,51,286,47,0,0,0,0,0,0,0,0,0,0,0,0,904
"126","11","العاصمة","1105","وادي السير","11051","وادي السير","11051012","بدر الجديدة","1105101215","بدر الجديدة","110510121503","بلال",2024,1950,3974,825,NA,18,38,56,12,108,82,190,48,0,0,0,0,25,0,25,3,3,0,3,2,3,0,3,2,0,0,0,0,4251
"127","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110136","الهريج",117,95,212,48,NA,0,0,0,0,28,12,40,10,0,0,0,0,130,0,130,32,0,0,0,0,0,0,0,0,0,0,0,0,382
"128","11","العاصمة","1101","قصبة عمان","11011","عمان","11011114","زهران","1101111408","زهران","110111140803","الرضوان",3622,4041,7663,2361,NA,1944,2987,4931,990,170,225,395,84,203,133,336,60,2127,233,2360,435,381,429,810,224,115,93,208,42,132,84,216,31,16919
"129","11","العاصمة","1101","قصبة عمان","11011","عمان","11011113","المدينه","1101111301","المدينة","110111130104","المدرج",349,345,694,157,NA,51,47,98,23,128,136,264,44,28,7,35,1,965,161,1126,113,17,0,17,2,0,0,0,0,0,0,0,0,2234
"130","11","العاصمة","1101","قصبة عمان","11011","عمان","11011112","راس العين","1101111206","راس العين","110111120603","الروضة",23242,22077,45319,9601,NA,194,415,609,123,1874,1846,3720,719,4676,3885,8561,1311,1773,853,2626,375,203,194,397,83,15,6,21,6,0,0,0,0,61253
"131","11","العاصمة","1101","قصبة عمان","11011","عمان","11011113","المدينه","1101111301","المدينة","110111130102","وادي الحدادة",3137,2775,5912,1412,NA,268,171,439,106,716,599,1315,271,497,322,819,151,2286,648,2934,442,35,47,82,22,8,0,8,2,0,0,0,0,11509
"132","11","العاصمة","1103","القويسمة","11031","القويسمة","11031013","ام قصير والمقابلين","1103101313","ام قصير والمقابلين والبنيات","110310131305","البنيات الشمالي",2865,2725,5590,1258,NA,21,77,98,24,27,29,56,16,168,112,280,55,79,16,95,23,2,0,2,2,3,3,6,3,0,0,0,0,6127
"133","11","العاصمة","1105","وادي السير","11051","وادي السير","11051011","وادي السير","1105101114","وادي السير","110510111408","الديار",2883,3076,5959,1620,NA,1274,3038,4312,1049,453,482,935,206,168,147,315,69,3184,353,3537,847,850,959,1809,492,104,116,220,35,196,167,363,79,17450
"134","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151916","ام شطيرات",36,37,73,12,NA,3,0,3,0,0,0,0,0,0,0,0,0,81,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,157
"135","11","العاصمة","1105","وادي السير","11051","وادي السير","11051013","مرج الحمام","1105101301","مرج الحمام","110510130104","الرابع",3102,3140,6242,1479,NA,150,308,458,104,390,365,755,141,210,140,350,52,829,159,988,181,49,64,113,28,7,0,7,4,5,0,5,2,8918
"136","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111804","قطنة",8615,8638,17253,4041,NA,327,708,1035,211,938,980,1918,405,700,623,1323,253,2900,504,3404,529,690,708,1398,338,78,75,153,38,40,53,93,17,26577
"137","11","العاصمة","1104","الجامعة","11041","الجامعة","11041012","صويلح","1104101216","صويلح","110410121608","الفروسية",357,385,742,198,NA,26,126,152,44,24,12,36,12,0,7,7,1,47,38,85,19,0,3,3,0,0,0,0,0,0,0,0,0,1025
"138","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151902","ابو القرام",1023,1096,2119,448,NA,13,78,91,13,79,69,148,22,7,7,14,3,33,0,33,8,2,0,2,1,0,0,0,0,0,0,0,0,2407
"139","11","العاصمة","1105","وادي السير","11051","وادي السير","11051011","وادي السير","1105101114","وادي السير","110510111401","الروابي",11823,12347,24170,6499,NA,1958,4071,6029,1292,1665,1541,3206,787,1155,924,2079,416,5363,741,6104,1179,2738,2715,5453,1574,426,587,1013,237,781,457,1238,213,49292
"140","11","العاصمة","1104","الجامعة","11041","الجامعة","11041014","اسكان ابو نصير","1104101420","ابو نصير","110410142003","الامانه",6311,6150,12461,2934,NA,128,269,397,102,3131,3505,6636,1267,483,378,861,139,580,47,627,137,184,153,337,89,27,45,72,15,107,18,125,5,21516
"141","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110124","القنيطره",396,388,784,145,NA,0,2,2,1,41,15,56,6,7,0,7,0,290,0,290,37,0,0,0,0,3,0,3,0,0,0,0,0,1142
"142","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111803","البلدية",4143,4071,8214,2036,NA,1357,1133,2490,510,1962,1783,3745,840,1400,567,1967,337,2582,494,3076,489,655,425,1080,336,1533,1062,2595,623,1179,729,1908,425,25075
"143","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121207","الاندلس",7838,7236,15074,3145,NA,9,34,43,10,154,171,325,69,1379,1211,2590,416,276,130,406,62,12,9,21,5,6,0,6,0,0,0,0,0,18465
"144","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121212","الوفاء",2080,1850,3930,825,NA,0,16,16,3,0,8,8,1,371,175,546,80,0,0,0,0,10,12,22,3,0,0,0,0,0,0,0,0,4522
"145","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151901","ذهيبة",3510,3189,6699,1554,NA,757,422,1179,172,785,625,1410,345,497,196,693,166,766,124,890,170,231,171,402,110,117,49,166,50,54,17,71,6,11510
"146","11","العاصمة","1109","ناعور","11092","ام البساتين","11092016","ماسوح","1109201601","ماسوح","110920160101","ماسوح",148,150,298,61,NA,0,0,0,0,20,8,28,4,0,0,0,0,256,61,317,42,0,0,0,0,0,0,0,0,0,0,0,0,643
"147","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151911","أم حجير",2591,2564,5155,1215,NA,139,211,350,90,322,446,768,122,147,168,315,64,302,0,302,80,48,43,91,26,15,6,21,3,0,0,0,0,7002
"148","11","العاصمة","1104","الجامعة","11041","الجامعة","11041012","صويلح","1104101216","صويلح","110410121610","دابوق",960,873,1833,468,NA,43,217,260,63,75,44,119,26,28,49,77,9,519,144,663,71,6,14,20,6,27,0,27,3,0,12,12,0,3011
"149","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111802","ابن عوف",2076,2126,4202,959,NA,209,354,563,147,129,151,280,62,154,140,294,65,812,114,926,172,121,102,223,65,9,15,24,6,24,12,36,5,6548
"150","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110121","زينب",258,260,518,94,NA,0,4,4,1,0,0,0,0,0,0,0,0,21,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,543
"151","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110122","الدليله(دليلة المطيرات)",566,515,1081,204,NA,0,0,0,0,12,8,20,6,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1110
"152","11","العاصمة","1105","وادي السير","11051","وادي السير","11051021","الحامدية","1105102101","الحامدية","110510210101","الحامدية",324,367,691,126,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,694
"153","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072012","الرامة","1107201201","الرامة","110720120101","الرامة",1114,1026,2140,420,NA,0,0,0,0,0,0,0,0,0,0,0,0,141,17,158,17,0,0,0,0,0,0,0,0,0,0,0,0,2298
"154","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072025","ابو حليليفة","1107202501","ابو حليليفة","110720250101","ابو حليليفة",310,314,624,116,NA,0,5,5,1,0,0,0,0,7,0,7,0,80,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,716
"155","11","العاصمة","1108","الموقر","11082","رجم الشامي","11082016","اللسين","1108201601","اللسين","110820160101","اللسين",303,343,646,114,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646
"156","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121217","الهداية",54,44,98,27,NA,13,5,18,7,68,104,172,38,0,0,0,0,163,0,163,40,0,0,0,0,0,0,0,0,0,0,0,0,451
"157","11","العاصمة","1108","الموقر","11081","الموقر","11081025","الجناب","1108102501","الجناب","110810250101","الجناب",85,70,155,29,NA,226,0,226,0,72,56,128,24,7,7,14,3,747,0,747,5,0,0,0,0,102,0,102,0,0,0,0,0,1372
"158","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110129","السيفية(زباير كنيعان)",34,25,59,11,NA,0,0,0,0,80,116,196,28,0,0,0,0,202,88,290,39,0,0,0,0,0,0,0,0,0,0,0,0,545
"159","11","العاصمة","1108","الموقر","11081","الموقر","11081020","روضة الحسين النموذجية","1108102001","روضة الحسين النموذجية","110810200101","روضة الحسين النموذجية",14,10,24,6,NA,0,0,0,0,120,88,208,40,0,0,0,0,0,9,9,0,2,6,8,2,0,0,0,0,0,0,0,0,249
"160","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110109","الهرى",9,11,20,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"161","11","العاصمة","1101","قصبة عمان","11011","عمان","11011116","بدر","1101111607","بدر","110111160702","الاخضر",28688,27313,56001,12455,NA,350,608,958,307,7491,7373,14864,3103,1833,1821,3654,580,4060,992,5052,699,74,105,179,51,30,27,57,14,39,12,51,15,80816
"162","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121213","قباء",2997,2759,5756,1204,NA,7,32,39,8,177,173,350,69,462,504,966,127,257,40,297,52,0,3,3,1,0,0,0,0,0,0,0,0,7411
"163","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072024","رجم فهيد","1107202401","رجم فهيد","110720240101","رجم فهيد",176,132,308,63,NA,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,389
"164","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110104","اللبن",3127,2756,5883,1227,NA,62,77,139,24,408,362,770,150,266,196,462,84,435,118,553,92,3,0,3,0,45,0,45,0,0,0,0,0,7855
"165","11","العاصمة","1102","ماركا","11021","ماركا","11021013","طارق","1102101310","طارق","110210131005","الفيصل",2082,1913,3995,797,NA,9,43,52,12,91,94,185,36,77,133,210,30,22,7,29,9,22,11,33,5,0,0,0,0,0,0,0,0,4504
"166","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110107","ام الوليد",1284,1155,2439,460,NA,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,2473
"167","11","العاصمة","1105","وادي السير","11051","وادي السير","11051012","بدر الجديدة","1105101215","بدر الجديدة","110510121504","الغروس",1680,1663,3343,731,NA,0,9,9,1,64,48,112,21,42,49,91,5,162,9,171,31,9,3,12,3,0,3,3,0,0,0,0,0,3741
"168","11","العاصمة","1109","ناعور","11093","حسبان","11093011","حسبان","1109301101","حسبان","110930110101","حسبان",2052,2027,4079,832,NA,4,6,10,2,112,91,203,45,35,21,56,12,266,104,370,74,0,0,0,0,6,0,6,4,0,6,6,2,4730
"169","11","العاصمة","1101","قصبة عمان","11011","عمان","11011114","زهران","1101111408","زهران","110111140804","ام اذينة الشرقي",2826,3122,5948,1834,NA,1095,1363,2458,446,433,501,934,210,140,161,301,54,1339,161,1500,342,431,508,939,261,56,51,107,26,159,72,231,20,12418
"170","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121211","جاوا الجنوبي",7237,6903,14140,2881,NA,26,75,101,17,496,589,1085,209,910,777,1687,250,247,170,417,61,2,0,2,2,0,0,0,0,0,0,0,0,17432
"171","11","العاصمة","1104","الجامعة","11041","الجامعة","11041014","اسكان ابو نصير","1104101420","ابو نصير","110410142001","السعاده",6023,5892,11915,2728,NA,53,218,271,57,1120,1352,2472,401,336,196,532,95,142,81,223,38,66,60,126,36,13,0,13,2,6,0,6,5,15558
"172","11","العاصمة","1104","الجامعة","11041","الجامعة","11041013","تلاع العلي وخلدا وام السماق","1104101317","تلاع العلي وخلدا وام السماق","110410131708","خلدا",3912,4142,8054,2054,NA,2220,1420,3640,373,340,334,674,165,336,280,616,112,1505,303,1808,372,1183,1261,2444,582,108,116,224,36,108,84,192,31,17652
"173","11","العاصمة","1104","الجامعة","11041","الجامعة","11041013","تلاع العلي وخلدا وام السماق","1104101317","تلاع العلي وخلدا وام السماق","110410131703","الخالدين",6906,7144,14050,3362,NA,501,1347,1848,410,488,495,983,218,483,364,847,142,2376,292,2668,592,1509,1608,3117,762,66,92,158,37,168,186,354,67,24025
"174","11","العاصمة","1102","ماركا","11021","ماركا","11021013","طارق","1102101310","طارق","110210131008","الشهيد الجنوبي",3273,3161,6434,1419,NA,18,200,218,47,290,291,581,136,448,350,798,144,306,48,354,68,231,230,461,77,6,3,9,3,0,6,6,1,8861
"175","11","العاصمة","1106","سحاب","11061","سحاب","11061011","سحاب","1106101102","أحد","110610110216","المناخر",712,660,1372,266,NA,0,0,0,0,48,44,92,27,0,7,7,1,277,0,277,22,0,0,0,0,0,0,0,0,0,0,0,0,1748
"176","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111806","الصديق",6588,6886,13474,3321,NA,163,690,853,214,708,908,1616,351,651,560,1211,214,1303,346,1649,310,590,624,1214,317,49,69,118,28,54,18,72,12,20207
"177","11","العاصمة","1104","الجامعة","11041","الجامعة","11041012","صويلح","1104101216","صويلح","110410121606","الفضيلة",7789,7669,15458,3685,NA,362,671,1033,274,5184,4390,9574,1943,1491,896,2387,482,1956,517,2473,430,621,337,958,277,402,381,783,196,184,125,309,85,32975
"178","11","العاصمة","1105","وادي السير","11051","وادي السير","11051011","وادي السير","1105101114","وادي السير","110510111402","الصويفية",3514,3785,7299,2081,NA,994,1973,2967,772,739,699,1438,340,329,301,630,114,3748,779,4527,858,791,894,1685,446,199,172,371,49,470,395,865,136,19782
"179","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111107","الرجيب",3506,3139,6645,1374,NA,70,57,127,24,705,678,1383,284,441,273,714,100,2135,273,2408,236,27,9,36,11,21,12,33,10,0,0,0,0,11346
"180","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111105","الجويدة",5941,5753,11694,2362,NA,20,96,116,16,696,617,1313,264,752,724,1476,217,1213,201,1414,200,18,23,41,7,0,0,0,0,0,0,0,0,16054
