"NHcode","neighborhood","neighbor_1","areas","govcode","districts","subdistricts",shapelength,shapearea,area_code,"area_name","quarter_code","quarter_name",JO_male,JO_female,JO_pers,JO_fam,JO_HHsize,Other_male,Other_female,Other_pers,Other_fam,SYR_male,SYR_female,SYR_pers,SYR_fam,PAL_male,PAL_female,PAL_pers,PAL_fam,EYG_male,EYG_female,EYG_pers,EYG_fam,IRQ_male,IRQ_female,IRQ_pers,IRQ_fam,EMN_male,EMN_female,EMN_pers,EMN_fam,LYP_male,LYP_female,LYP_pers,LYP_fam,total_population
"110310131303","الحسنية","Alhasniyah","ام قصير والمقابلين و البنيات","العاصمة","القويسمة","القويسمة",6540.52,1949910,1103101313,"ام قصير والمقابلين والبنيات","110310131303","الحسنية",5254,4862,10116,2108,0,67,77,144,29,419,420,839,183,567,539,1106,148,1613,449,2062,251,57,42,99,21,9,0,9,2,0,0,0,0,14375
"110310131304","البنيات الجنوبي","Al- Bnyaat Aljanoubi","ام قصير والمقابلين و البنيات","العاصمة","القويسمة","القويسمة",8183.4,2929730,1103101313,"ام قصير والمقابلين والبنيات","110310131304","البنيات الجنوبي",2761,2748,5509,1234,0,14,143,157,48,164,205,369,79,287,140,427,75,275,52,327,45,61,64,125,46,0,3,3,0,12,6,18,5,6935
"110310131305","البنيات الشمالي","Al- Bnyaat Alshamali","ام قصير والمقابلين و البنيات","العاصمة","القويسمة","القويسمة",6032.61,1778900,1103101313,"ام قصير والمقابلين والبنيات","110310131305","البنيات الشمالي",2865,2725,5590,1258,0,21,77,98,24,27,29,56,16,168,112,280,55,79,16,95,23,2,0,2,2,3,3,6,3,0,0,0,0,6127
"110310131306","الصحابة","Al- Sahaba","ام قصير والمقابلين و البنيات","العاصمة","القويسمة","القويسمة",9054.56,4050770,1103101313,"ام قصير والمقابلين والبنيات","110310131306","الصحابة",1879,1854,3733,833,0,23,160,183,58,185,123,308,67,154,98,252,36,239,27,266,64,44,54,98,22,3,9,12,3,0,0,0,0,4852
"110410151901","ذهيبة","Dihaybah","شفا بدران","العاصمة","الجامعة","الجامعة",7758.2,2130760,1104101519,"شفا بدران","110410151901","ذهيبة",3510,3189,6699,1554,0,757,422,1179,172,785,625,1410,345,497,196,693,166,766,124,890,170,231,171,402,110,117,49,166,50,54,17,71,6,11510
"110410151902","ابو القرام","Abu Algram","شفا بدران","العاصمة","الجامعة","الجامعة",5385.03,1855800,1104101519,"شفا بدران","110410151902","ابو القرام",1023,1096,2119,448,0,13,78,91,13,79,69,148,22,7,7,14,3,33,0,33,8,2,0,2,1,0,0,0,0,0,0,0,0,2407
"110410151903","المروج","Al- Mourooj","شفا بدران","العاصمة","الجامعة","الجامعة",8545.69,3368260,1104101519,"شفا بدران","110410151903","المروج",3684,3557,7241,1562,0,517,253,770,101,555,573,1128,185,105,84,189,29,236,51,287,56,24,22,46,10,3,0,3,2,240,24,264,2,9928
"110410151904","ياجوز","Yajouz","شفا بدران","العاصمة","الجامعة","الجامعة",6802.97,2045130,1104101519,"شفا بدران","110410151904","ياجوز",2170,2010,4180,903,0,36,139,175,43,80,82,162,40,189,161,350,75,376,43,419,86,12,14,26,4,0,0,0,0,0,0,0,0,5312
"110410151905","مرج الفرس","Marj Al-Faras","شفا بدران","العاصمة","الجامعة","الجامعة",12256.4,4866320,1104101519,"شفا بدران","110410151905","مرج الفرس",1029,982,2011,410,0,2,38,40,10,32,32,64,9,14,49,63,8,65,0,65,15,22,7,29,5,0,0,0,0,0,0,0,0,2272
"110410151906","ام بلانة","Um Blanah","شفا بدران","العاصمة","الجامعة","الجامعة",5900.77,1722680,1104101519,"شفا بدران","110410151906","ام بلانة",713,659,1372,270,0,509,126,635,11,12,20,32,4,7,0,7,0,127,0,127,26,3,0,3,0,0,3,3,0,120,12,132,0,2311
"110410151907","طاب كراع","Tab Kra'a","شفا بدران","العاصمة","الجامعة","الجامعة",4966.35,1154230,1104101519,"شفا بدران","110410151907","طاب كراع",3330,3174,6504,1458,0,68,265,333,56,853,956,1809,285,392,210,602,114,450,61,511,78,90,88,178,34,9,18,27,11,101,24,125,15,10089
"110410151908","الموحدين","Al- Mowahideen","شفا بدران","العاصمة","الجامعة","الجامعة",6756,1974550,1104101519,"شفا بدران","110410151908","الموحدين",860,854,1714,333,0,7,55,62,9,36,23,59,6,49,42,91,17,101,21,122,23,20,20,40,6,0,3,3,2,0,0,0,0,2091
"110410121607","الحمر","Al-Hummar","صويلح","العاصمة","الجامعة","الجامعة",11423.3,4530790,1104101216,"صويلح","110410121607","الحمر",91,92,183,52,0,0,31,31,4,0,0,0,0,0,0,0,0,13,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,227
"110410121608","الفروسية","Al- Fourosayeh","صويلح","العاصمة","الجامعة","الجامعة",7220.35,2159850,1104101216,"صويلح","110410121608","الفروسية",357,385,742,198,0,26,126,152,44,24,12,36,12,0,7,7,1,47,38,85,19,0,3,3,0,0,0,0,0,0,0,0,0,1025
"110410121609","حدائق الحسين","Hadayeq Al- Hussein","صويلح","العاصمة","الجامعة","الجامعة",5402.04,1530080,1104101216,"صويلح","110410121609","حدائق الحسين",395,379,774,192,0,57,413,470,108,0,11,11,4,0,0,0,0,232,0,232,43,42,44,86,17,0,0,0,0,0,0,0,0,1573
"110410121610","دابوق","Dabouq","صويلح","العاصمة","الجامعة","الجامعة",9564.34,3244870,1104101216,"صويلح","110410121610","دابوق",960,873,1833,468,0,43,217,260,63,75,44,119,26,28,49,77,9,519,144,663,71,6,14,20,6,27,0,27,3,0,12,12,0,3011
"110410131701","السلام","Assalam","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",6971.48,2000410,1104101317,"تلاع العلي وخلدا وام السماق","110410131701","السلام",4930,5465,10395,2893,0,1090,1837,2927,535,780,766,1546,370,441,378,819,163,2300,329,2629,577,2622,2647,5269,1452,117,126,243,53,268,250,518,79,24346
"110410131702","ام السماق","Um Assumaq","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",4770.47,1268970,1104101317,"تلاع العلي وخلدا وام السماق","110410131702","ام السماق",1998,1984,3982,977,0,161,687,848,211,223,219,442,114,161,147,308,61,837,119,956,208,781,892,1673,409,147,206,353,73,84,36,120,21,8682
"110410131703","الخالدين","Al-Khalideen","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",8741.58,2154920,1104101317,"تلاع العلي وخلدا وام السماق","110410131703","الخالدين",6906,7144,14050,3362,0,501,1347,1848,410,488,495,983,218,483,364,847,142,2376,292,2668,592,1509,1608,3117,762,66,92,158,37,168,186,354,67,24025
"110410131704","الصالحين","Assaliheen","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",7919.71,3566880,1104101317,"تلاع العلي وخلدا وام السماق","110410131704","الصالحين",10778,11072,21850,5354,0,1331,2396,3727,758,1433,1550,2983,636,1127,931,2058,369,5900,785,6685,1261,4376,4671,9047,2321,301,368,669,147,587,449,1036,199,48055
"110410131705","التلاع الشرقي","Attila'a Asharqi","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",7244.19,2156360,1104101317,"تلاع العلي وخلدا وام السماق","110410131705","التلاع الشرقي",5987,6390,12377,3332,0,688,1905,2593,572,869,821,1690,378,658,399,1057,208,4290,733,5023,960,4004,3906,7910,2011,465,538,1003,230,543,374,917,181,32570
"110410131706","التلاع الشمالي","Attila'a Ashamali","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",8886.25,3435470,1104101317,"تلاع العلي وخلدا وام السماق","110410131706","التلاع الشمالي",11227,11190,22417,5775,0,858,1978,2836,654,2387,2377,4764,1128,2555,1968,4523,854,4470,798,5268,964,3122,3108,6230,1692,570,461,1031,252,1085,724,1809,327,48878
"110410131707","بركة","Baraka","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",7472.02,2805840,1104101317,"تلاع العلي وخلدا وام السماق","110410131707","بركة",10492,10892,21384,5403,0,871,1874,2745,593,1463,1650,3113,704,1204,917,2121,411,3212,918,4130,849,4907,5108,10015,2530,1331,781,2112,310,698,474,1172,177,46792
"110410131708","خلدا","Khielda","تلاع العلي  و أم السماق و خلدا","العاصمة","الجامعة","الجامعة",6075.34,2329140,1104101317,"تلاع العلي وخلدا وام السماق","110410131708","خلدا",3912,4142,8054,2054,0,2220,1420,3640,373,340,334,674,165,336,280,616,112,1505,303,1808,372,1183,1261,2444,582,108,116,224,36,108,84,192,31,17652
"110410142001","السعاده","Assa'adah","ابو نصير","العاصمة","الجامعة","الجامعة",4363.54,877920,1104101420,"ابو نصير","110410142001","السعاده",6023,5892,11915,2728,0,53,218,271,57,1120,1352,2472,401,336,196,532,95,142,81,223,38,66,60,126,36,13,0,13,2,6,0,6,5,15558
"110410142002","البساله","Al- Basalah","ابو نصير","العاصمة","الجامعة","الجامعة",3119.88,639232,1104101420,"ابو نصير","110410142002","البساله",4273,4236,8509,2039,0,47,74,121,36,411,419,830,129,357,238,595,94,169,72,241,36,57,62,119,23,4,0,4,0,0,0,0,0,10419
"110410142003","الامانه","Al- Amanah","ابو نصير","العاصمة","الجامعة","الجامعة",7172.99,1491400,1104101420,"ابو نصير","110410142003","الامانه",6311,6150,12461,2934,0,128,269,397,102,3131,3505,6636,1267,483,378,861,139,580,47,627,137,184,153,337,89,27,45,72,15,107,18,125,5,21516
"110410142004","المحبه","Al- Mahaba","ابو نصير","العاصمة","الجامعة","الجامعة",2866.78,425419,1104101420,"ابو نصير","110410142004","المحبه",2287,2273,4560,1151,0,91,104,195,45,1456,1349,2805,666,322,98,420,85,632,32,664,124,74,80,154,32,69,54,123,39,230,186,416,92,9337
"110410142005","الفاروق","Al- Farouq","ابو نصير","العاصمة","الجامعة","الجامعة",5767.34,779976,1104101420,"ابو نصير","110410142005","الفاروق",3924,3961,7885,1848,0,217,286,503,97,943,1148,2091,381,280,217,497,97,505,54,559,113,117,101,218,45,39,30,69,21,6,6,12,5,11834
"110410142006","الضياء","Adayya","ابو نصير","العاصمة","الجامعة","الجامعة",8769.3,2539750,1104101420,"ابو نصير","110410142006","الضياء",1543,1430,2973,684,0,39,95,134,27,91,85,176,44,84,91,175,37,302,0,302,76,15,26,41,8,9,3,12,3,12,0,12,4,3825
"110510111406","الصناعة","Assina'a","وادي السير","العاصمة","وادي السير","وادي السير",8454.59,3880760,1105101114,"وادي السير","110510111406","الصناعة",2311,2113,4424,986,0,8,54,62,11,818,793,1611,314,7,7,14,1,2200,461,2661,362,8,4,12,6,0,0,0,0,0,0,0,0,8784
"110510111407","السهل","Al-Sahil","وادي السير","العاصمة","وادي السير","وادي السير",6857.13,1922640,1105101114,"وادي السير","110510111407","السهل",3279,3428,6707,1818,0,846,1489,2335,553,358,334,692,179,252,189,441,98,2165,163,2328,468,785,808,1593,457,122,160,282,55,435,342,777,161,15155
"110510111408","الديار","Addiyar","وادي السير","العاصمة","وادي السير","وادي السير",5574.55,1870500,1105101114,"وادي السير","110510111408","الديار",2883,3076,5959,1620,0,1274,3038,4312,1049,453,482,935,206,168,147,315,69,3184,353,3537,847,850,959,1809,492,104,116,220,35,196,167,363,79,17450
"110510111409","الظهير","Adihairah","وادي السير","العاصمة","وادي السير","وادي السير",7013.25,2471980,1105101114,"وادي السير","110510111409","الظهير",576,562,1138,242,0,23,178,201,36,19,36,55,9,0,0,0,0,106,24,130,24,36,38,74,13,6,3,9,3,0,0,0,0,1607
"110510111410","الدمينة","Adimainah","وادي السير","العاصمة","وادي السير","وادي السير",6390.93,1705300,1105101114,"وادي السير","110510111410","الدمينة",286,251,537,120,0,0,6,6,2,0,4,4,1,0,7,7,0,78,0,78,20,0,0,0,0,0,0,0,0,0,0,0,0,632
"110510121506","زبدة","Zibdah","بدر الجديدة","العاصمة","وادي السير","وادي السير",14892.5,4660180,1105101215,"بدر الجديدة","110510121506","زبدة",1071,998,2069,415,0,3,43,46,8,32,40,72,16,0,0,0,0,112,8,120,18,9,6,15,3,0,0,0,0,0,0,0,0,2322
"110510130101","الاول","Al- Awal","مرج الحمام","العاصمة","وادي السير","وادي السير",7851,2066630,1105101301,"مرج الحمام","110510130101","الاول",2199,2012,4211,985,0,67,223,290,64,632,622,1254,259,238,196,434,53,622,149,771,138,48,50,98,21,9,9,18,3,0,0,0,0,7076
"110510130102","الثاني","Al- Thani","مرج الحمام","العاصمة","وادي السير","وادي السير",7403.19,1557510,1105101301,"مرج الحمام","110510130102","الثاني",2524,2476,5000,1111,0,56,121,177,42,563,610,1173,249,112,42,154,23,560,35,595,90,61,52,113,34,9,9,18,3,0,0,0,0,7230
"110510130103","الثالث","Al- Thaleth","مرج الحمام","العاصمة","وادي السير","وادي السير",11836.2,3488980,1105101301,"مرج الحمام","110510130103","الثالث",2981,2907,5888,1229,0,8,67,75,16,339,274,613,111,7,21,28,1,99,72,171,22,0,0,0,0,0,0,0,0,0,0,0,0,6775
"110510130104","الرابع","Al- Rabi'a","مرج الحمام","العاصمة","وادي السير","وادي السير",7099.28,1854940,1105101301,"مرج الحمام","110510130104","الرابع",3102,3140,6242,1479,0,150,308,458,104,390,365,755,141,210,140,350,52,829,159,988,181,49,64,113,28,7,0,7,4,5,0,5,2,8918
"110510130105","الخامس","Al- khames","مرج الحمام","العاصمة","وادي السير","وادي السير",3941.07,874145,1105101301,"مرج الحمام","110510130105","الخامس",3870,3799,7669,1846,0,38,102,140,39,1005,1023,2028,389,203,175,378,65,704,328,1032,142,42,26,68,23,6,0,6,0,5,5,10,5,11331
"110510130106","السادس","Assades","مرج الحمام","العاصمة","وادي السير","وادي السير",6202.89,1939510,1105101301,"مرج الحمام","110510130106","السادس",4551,4702,9253,2126,0,92,221,313,80,1895,1919,3814,789,420,322,742,131,1147,356,1503,191,134,129,263,64,14,9,23,5,0,0,0,0,15911
"110510130107","السابع","Assabi'a","مرج الحمام","العاصمة","وادي السير","وادي السير",6249.36,2014950,1105101301,"مرج الحمام","110510130107","السابع",5300,5450,10750,2636,0,209,1089,1298,265,212,250,462,103,126,140,266,46,1368,171,1539,331,89,62,151,33,0,6,6,1,0,5,5,1,14477
"110510130108","الثامن","Athamen","مرج الحمام","العاصمة","وادي السير","وادي السير",5860.63,1632930,1105101301,"مرج الحمام","110510130108","الثامن",3422,3366,6788,1661,0,92,337,429,125,967,855,1822,395,336,238,574,70,950,146,1096,180,140,136,276,70,49,30,79,26,6,0,6,2,11070
"110510140101","البصة","Al- Bassa","البصة","العاصمة","وادي السير","وادي السير",16447.3,8115570,1105101401,"البصة","110510140101","البصة",4132,3926,8058,1566,0,11,17,28,5,199,143,342,65,21,7,28,5,185,9,194,45,3,0,3,2,0,0,0,0,0,0,0,0,8653
"110510150101","عراق الامير","A'raq Al- Ameer","عراق الامير","العاصمة","وادي السير","وادي السير",23044.4,7449930,1105101501,"عراق الامير","110510150101","عراق الامير",1927,1818,3745,737,0,0,2,2,0,120,128,248,41,0,0,0,0,18,9,27,5,4,6,10,2,0,0,0,0,0,0,0,0,4032
"110510111411","الكرسي","Al- Kurssi","وادي السير","العاصمة","وادي السير","وادي السير",8889.07,2266980,1105101114,"وادي السير","110510111411","الكرسي",5035,5164,10199,2503,0,199,1154,1353,324,332,355,687,157,168,182,350,68,1442,306,1748,316,99,98,197,41,6,6,12,2,18,24,42,10,14588
"110510111412","ام اذينة الغربي","Um Othyanah Al- gharbi","وادي السير","العاصمة","وادي السير","وادي السير",4190.86,888436,1105101114,"وادي السير","110510111412","ام اذينة الغربي",1844,2025,3869,1111,0,495,1240,1735,397,285,344,629,181,70,133,203,28,1501,290,1791,352,784,815,1599,422,27,51,78,14,35,40,75,15,9979
"110510111413","الصنوبر","Assounowber","وادي السير","العاصمة","وادي السير","وادي السير",10369.8,2879940,1105101114,"وادي السير","110510111413","الصنوبر",1916,1750,3666,794,0,6,44,50,7,78,107,185,36,105,56,161,35,151,8,159,31,4,8,12,4,0,0,0,0,0,0,0,0,4233
"110510121501","الرباحية","Arabahayeh","بدر الجديدة","العاصمة","وادي السير","وادي السير",7604.84,2356450,1105101215,"بدر الجديدة","110510121501","الرباحية",1521,1453,2974,661,0,0,10,10,4,38,25,63,10,0,0,0,0,73,90,163,26,9,7,16,5,0,0,0,0,0,0,0,0,3226
"110510121502","ام الاسود","Um Al- Aswad","بدر الجديدة","العاصمة","وادي السير","وادي السير",11916,4801900,1105101215,"بدر الجديدة","110510121502","ام الاسود",1299,1275,2574,553,0,28,150,178,45,43,112,155,35,0,0,0,0,207,24,231,57,3,0,3,1,15,6,21,6,0,0,0,0,3162
"110510121503","بلال","Bilal","بدر الجديدة","العاصمة","وادي السير","وادي السير",9096.47,3424010,1105101215,"بدر الجديدة","110510121503","بلال",2024,1950,3974,825,0,18,38,56,12,108,82,190,48,0,0,0,0,25,0,25,3,3,0,3,2,3,0,3,2,0,0,0,0,4251
"110510121504","الغروس","Al- Gharous","بدر الجديدة","العاصمة","وادي السير","وادي السير",6937,2141200,1105101215,"بدر الجديدة","110510121504","الغروس",1680,1663,3343,731,0,0,9,9,1,64,48,112,21,42,49,91,5,162,9,171,31,9,3,12,3,0,3,3,0,0,0,0,0,3741
"110510121505","السويسة","Aswaysah","بدر الجديدة","العاصمة","وادي السير","وادي السير",6514.38,1935870,1105101215,"بدر الجديدة","110510121505","السويسة",589,553,1142,262,0,0,6,6,1,0,4,4,0,7,21,28,7,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1189
"110410151909","القصبات","Al- Qasabat","شفا بدران","العاصمة","الجامعة","الجامعة",6767.75,1769720,1104101519,"شفا بدران","110410151909","القصبات",1420,1282,2702,653,0,71,49,120,32,137,130,267,52,189,70,259,55,314,24,338,71,57,31,88,26,6,10,16,2,6,6,12,5,3802
"110410151910","ام العروق","Um Ala'orouq","شفا بدران","العاصمة","الجامعة","الجامعة",12506.4,3498720,1104101519,"شفا بدران","110410151910","ام العروق",563,529,1092,210,0,4,19,23,8,0,0,0,0,14,7,21,5,49,16,65,9,0,0,0,0,0,0,0,0,0,0,0,0,1201
"110410151911","أم حجير","Um Hajear","شفا بدران","العاصمة","الجامعة","الجامعة",5873.3,1274000,1104101519,"شفا بدران","110410151911","أم حجير",2591,2564,5155,1215,0,139,211,350,90,322,446,768,122,147,168,315,64,302,0,302,80,48,43,91,26,15,6,21,3,0,0,0,0,7002
"110410151912","عيون الذيب","A'youn Addeeb","شفا بدران","العاصمة","الجامعة","الجامعة",7418.77,1996560,1104101519,"شفا بدران","110410151912","عيون الذيب",770,824,1594,307,0,0,17,17,4,34,37,71,15,21,35,56,5,126,0,126,21,0,0,0,0,3,0,3,0,0,0,0,0,1867
"110410151913","الكوم الغربي","Al- Koum Al-gharbi","شفا بدران","العاصمة","الجامعة","الجامعة",7367.49,2268540,1104101519,"شفا بدران","110410151913","الكوم الغربي",709,705,1414,300,0,19,30,49,8,0,0,0,0,14,7,21,6,8,9,17,3,0,0,0,0,3,3,6,3,0,0,0,0,1507
"110410151914","الكوم الشرقي","Al- Koum Asharqii","شفا بدران","العاصمة","الجامعة","الجامعة",4643.65,937015,1104101519,"شفا بدران","110410151914","الكوم الشرقي",115,112,227,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
"110410151915","الأمير حمزة","Al-Ameer Hamza","شفا بدران","العاصمة","الجامعة","الجامعة",9226.36,2351920,1104101519,"شفا بدران","110410151915","الأمير حمزة",4392,4343,8735,1862,0,138,297,435,71,119,171,290,70,252,196,448,73,386,47,433,93,11,8,19,8,0,0,0,0,0,12,12,1,10372
"110410151916","ام شطيرات","Um Shtayraat","شفا بدران","العاصمة","الجامعة","الجامعة",10124.4,2934680,1104101519,"شفا بدران","110410151916","ام شطيرات",36,37,73,12,0,3,0,3,0,0,0,0,0,0,0,0,0,81,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,157
"110410151917","غير مسمى","Unknown","شفا بدران","العاصمة","الجامعة","الجامعة",15280.4,6382560,1104101519,"شفا بدران","110410151917","غير مسمى",125,121,246,50,0,0,6,6,1,0,0,0,0,0,0,0,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,260
"110510111401","الروابي","Arrawabi","وادي السير","العاصمة","وادي السير","وادي السير",8031.83,3941860,1105101114,"وادي السير","110510111401","الروابي",11823,12347,24170,6499,0,1958,4071,6029,1292,1665,1541,3206,787,1155,924,2079,416,5363,741,6104,1179,2738,2715,5453,1574,426,587,1013,237,781,457,1238,213,49292
"110510111402","الصويفية","Al-Swayfieyah","وادي السير","العاصمة","وادي السير","وادي السير",5373.65,1726510,1105101114,"وادي السير","110510111402","الصويفية",3514,3785,7299,2081,0,994,1973,2967,772,739,699,1438,340,329,301,630,114,3748,779,4527,858,791,894,1685,446,199,172,371,49,470,395,865,136,19782
"110510111403","الجندويل","Al- Jandaweel","وادي السير","العاصمة","وادي السير","وادي السير",5183.45,1523850,1105101114,"وادي السير","110510111403","الجندويل",7238,7367,14605,3758,0,600,1406,2006,484,1704,1577,3281,741,378,455,833,137,2618,736,3354,574,507,444,951,257,43,26,69,15,67,65,132,35,25231
"110510111404","الرونق","Arrawnaq","وادي السير","العاصمة","وادي السير","وادي السير",5390.59,1683620,1105101114,"وادي السير","110510111404","الرونق",7736,7965,15701,3665,0,286,741,1027,249,2728,2772,5500,1136,742,742,1484,246,3972,948,4920,814,207,204,411,113,51,49,100,23,10,0,10,5,29153
"110510111405","وادي السير","Wadi Al- Sir","وادي السير","العاصمة","وادي السير","وادي السير",18607.4,5143150,1105101114,"وادي السير","110510111405","وادي السير",12885,12594,25479,5736,0,162,419,581,148,5246,4458,9704,2030,882,700,1582,248,6334,2135,8469,1211,51,54,105,29,15,3,18,8,0,6,6,1,45944
"110610110216","المناخر","Al- Manakhir","أحد","العاصمة","سحاب","سحاب",19316.7,16715400,1106101102,"أحد","110610110216","المناخر",712,660,1372,266,0,0,0,0,0,48,44,92,27,0,7,7,1,277,0,277,22,0,0,0,0,0,0,0,0,0,0,0,0,1748
"110610110217","قعفور","Qa'four","أحد","العاصمة","سحاب","سحاب",30484,44434600,1106101102,"أحد","110610110217","قعفور",55,26,81,20,0,24,0,24,5,152,128,280,66,0,0,0,0,310,0,310,46,0,0,0,0,3,0,3,2,0,0,0,0,698
"110610110218","البيضاء","Al- Baydaa","أحد","العاصمة","سحاب","سحاب",26902.7,22587300,1106101102,"أحد","110610110218","البيضاء",2801,2554,5355,1023,0,16,20,36,9,125,96,221,48,182,168,350,51,72,18,90,26,11,8,19,5,0,0,0,0,0,0,0,0,6071
"110610110219","رميدان","Rmaydan","أحد","العاصمة","سحاب","سحاب",7460.87,1990020,1106101102,"أحد","110610110219","رميدان",132,125,257,57,0,0,2,2,1,40,24,64,12,0,0,0,0,45,0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,368
"110610110220","الماضونة","Al- Madouneh","أحد","العاصمة","سحاب","سحاب",31495.9,36618000,1106101102,"أحد","110610110220","الماضونة",29,18,47,11,0,22,14,36,8,12,12,24,9,0,0,0,0,107,0,107,15,0,0,0,0,0,0,0,0,0,0,0,0,214
"110510160101","ابو السوس","Abu Asous","ابو السوس","العاصمة","وادي السير","وادي السير",7632.42,1900730,1105101601,"ابو السوس","110510160101","ابو السوس",350,322,672,138,0,0,38,38,5,0,4,4,1,0,7,7,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,729
"110510170101","البحاث","Al- Bahaat","البحاث","العاصمة","وادي السير","وادي السير",16560.1,6267260,1105101701,"البحاث","110510170101","البحاث",54,45,99,25,0,22,12,34,7,64,40,104,22,0,0,0,0,152,28,180,38,0,0,0,0,0,0,0,0,0,0,0,0,417
"110510180101","الالمانية والقصبات","Almaniyyeh,Qhasabat","الالمانية والقصبات","العاصمة","وادي السير","وادي السير",10639.4,3967890,1105101801,"الالمانية والقصبات","110510180101","الالمانية والقصبات",986,873,1859,333,0,0,0,0,0,9,24,33,6,0,0,0,0,51,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,1943
"110510190101","الرجاحة","Arrajaha","الرجاحة","العاصمة","وادي السير","وادي السير",6539.31,1604090,1105101901,"الرجاحة","110510190101","الرجاحة",533,522,1055,221,0,0,10,10,2,0,0,0,0,14,21,35,5,23,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,1123
"110510200101","الثغرة","Al- thoughra","الثغرة","العاصمة","وادي السير","وادي السير",15806.3,2828970,1105102001,"الثغرة","110510200101","الثغرة",50,39,89,14,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,21,0,0,0,0,9,0,9,3,0,0,0,0,164
"110510210101","الحامدية","Al- Hamdieyah","الحامدية","العاصمة","وادي السير","وادي السير",8928.39,1935910,1105102101,"الحامدية","110510210101","الحامدية",324,367,691,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,694
"110510220101","وادي الشتاء","Wadi Ashita","وادي الشتاء","العاصمة","وادي السير","وادي السير",16223.1,4574520,1105102201,"وادي الشتاء","110510220101","وادي الشتاء",143,159,302,58,0,2,0,2,0,44,39,83,19,7,0,7,2,195,0,195,55,0,0,0,0,3,0,3,2,0,0,0,0,592
"110510230101","الطبقة","Atabaqa","الطبقة","العاصمة","وادي السير","وادي السير",5627.1,1480140,1105102301,"الطبقة","110510230101","الطبقة",498,486,984,207,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986
"110510240101","الدبة","Addaba","الدبة","العاصمة","وادي السير","وادي السير",5848.83,1254710,1105102401,"الدبة","110510240101","الدبة",269,167,436,126,0,0,0,0,0,0,0,0,0,0,7,7,2,87,23,110,12,0,0,0,0,0,0,0,0,0,0,0,0,553
"110510250101","ام نجاصة","Um Njasa","ام نجاصة","العاصمة","وادي السير","وادي السير",10688.9,3443150,1105102501,"ام نجاصة","110510250101","ام نجاصة",263,300,563,118,0,10,5,15,4,32,36,68,14,0,7,7,1,107,0,107,27,6,2,8,2,0,0,0,0,0,0,0,0,768
"110510260101","الفحص","Al- Fouhs","الفحص","العاصمة","وادي السير","وادي السير",6757.63,1778200,1105102601,"الفحص","110510260101","الفحص",137,129,266,47,0,0,0,0,0,20,8,28,8,0,0,0,0,41,0,41,11,0,0,0,0,6,0,6,5,0,0,0,0,341
"110510270101","النعير","Ana'ar","النعير","العاصمة","وادي السير","وادي السير",8723.17,3709500,1105102701,"النعير","110510270101","النعير",820,754,1574,363,0,0,0,0,0,12,24,36,8,84,49,133,17,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1761
"110510280101","الدير","Dair","الدير","العاصمة","وادي السير","وادي السير",9654.43,1678190,1105102801,"الدير","110510280101","الدير",1037,966,2003,401,0,0,0,0,0,32,44,76,16,14,0,14,1,12,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2105
"110610110101","الاول","Al- Awal","سحاب","العاصمة","سحاب","سحاب",8069.11,2424910,1106101101,"سحاب","110610110101","الاول",9921,9522,19443,3989,0,399,310,709,191,4166,4140,8306,1611,1169,994,2163,313,5760,2060,7820,849,69,41,110,28,474,42,516,57,0,6,6,0,39073
"110610110102","الثاني","Al- Thani","سحاب","العاصمة","سحاب","سحاب",15106.9,9618760,1106101101,"سحاب","110610110102","الثاني",6517,5984,12501,2521,0,825,247,1072,243,1591,1665,3256,604,1106,728,1834,250,9514,670,10184,1478,87,63,150,27,847,33,880,185,6,0,6,0,29883
