المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,CASEWHENNAT_CODE=401THEN'أردني'ELSE'غيرأردني'END,CASEWHENQ88=1THEN'ذكر'ELSE'انثى'END,وزارة الصحة,الخدمات الطبية الملكية,المستشفيات الجامعية,وكالة الغوث,تأمين خاص,خدمة صحية مجانية,خارج الأردن,أخرى
العاصمة,ماركا,ماركا,بسمان,بسمان,الجرن,غير أردني,انثى,0,0,83,471,627,0,6,561
العاصمة,ماركا,ماركا,بسمان,بسمان,الجرن,غير أردني,ذكر,0,0,62,542,933,0,36,487
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,أردني,انثى,"1,910",785,143,147,"1,606",631,27,115
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,أردني,ذكر,"1,755",795,169,124,"1,787",617,86,89
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,غير أردني,انثى,0,0,20,67,270,0,0,128
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,غير أردني,ذكر,0,0,54,130,344,0,18,87
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,أردني,انثى,"3,851","1,707",243,123,"2,395","1,412",28,179
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,أردني,ذكر,"3,528","1,740",239,108,"2,728","1,422",40,148
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,غير أردني,انثى,0,0,11,217,432,0,66,184
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,غير أردني,ذكر,0,0,45,229,436,0,68,164
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,أردني,انثى,"1,345","1,203",49,39,295,297,3,27
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,أردني,ذكر,"1,226","1,037",46,42,406,278,2,27
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,غير أردني,انثى,0,0,0,6,29,0,0,44
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,غير أردني,ذكر,0,0,0,0,28,0,4,40
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,أردني,انثى,"1,891",773,64,81,563,713,6,248
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,أردني,ذكر,"1,834",740,64,86,646,798,20,234
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,غير أردني,انثى,0,0,0,22,55,0,0,208
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,غير أردني,ذكر,0,0,7,28,79,0,9,197
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,أردني,انثى,"1,321","1,334",46,79,399,544,8,76
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,أردني,ذكر,"1,323","1,410",53,79,433,539,25,40
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,غير أردني,انثى,0,0,0,21,45,0,28,138
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,غير أردني,ذكر,0,0,4,52,93,0,7,137
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,أردني,انثى,"3,058",664,84,114,842,"1,607",12,143
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,أردني,ذكر,"3,081",644,72,107,"1,002","1,753",20,138
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,غير أردني,انثى,0,0,7,182,80,0,0,153
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,غير أردني,ذكر,0,0,0,189,117,0,0,111
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,أردني,انثى,"2,249",590,70,73,729,"1,066",16,77
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,أردني,ذكر,"2,100",578,67,56,835,"1,046",16,68
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,غير أردني,انثى,0,0,0,36,43,0,0,95
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,غير أردني,ذكر,0,0,7,54,59,0,0,115
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,أردني,انثى,"1,590",521,68,56,406,414,1,22
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,أردني,ذكر,"1,510",515,52,75,452,483,6,20
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,غير أردني,انثى,0,0,0,0,35,0,2,100
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,غير أردني,ذكر,0,0,0,0,122,0,7,107
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,أردني,انثى,985,349,70,18,409,433,17,27
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,أردني,ذكر,871,339,36,13,506,491,31,26
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,غير أردني,انثى,0,0,0,63,41,0,0,9
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,غير أردني,ذكر,0,0,5,21,30,0,5,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,أردني,انثى,622,292,21,7,146,315,13,35
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,أردني,ذكر,698,306,15,18,163,345,9,30
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,غير أردني,انثى,0,0,7,63,28,0,0,64
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,غير أردني,ذكر,0,0,0,63,381,0,27,70
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,أردني,انثى,948,537,35,79,379,645,7,22
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,أردني,ذكر,896,576,46,68,458,641,8,23
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,غير أردني,انثى,0,0,0,0,24,0,7,41
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,غير أردني,ذكر,0,0,0,0,56,0,4,56
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,أردني,انثى,"1,502",592,17,257,236,847,0,144
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,أردني,ذكر,"1,485",576,33,255,224,934,3,153
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,غير أردني,انثى,0,0,0,63,63,0,0,28
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,غير أردني,ذكر,0,0,0,140,62,0,8,30
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,أردني,انثى,25,10,1,2,12,23,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,أردني,ذكر,24,7,1,0,8,16,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,غير أردني,انثى,0,0,0,224,14,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,غير أردني,ذكر,0,0,0,189,31,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,أردني,انثى,"3,216",733,107,201,"1,086","1,794",18,245
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,أردني,ذكر,"3,032",765,130,167,"1,208","1,890",34,186
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,غير أردني,انثى,0,0,2,98,73,0,8,124
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,غير أردني,ذكر,0,0,7,189,119,0,16,99
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام الحيران,أردني,انثى,"1,013",609,25,29,340,472,2,16
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام الحيران,أردني,ذكر,890,695,21,30,433,480,7,26
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام الحيران,غير أردني,انثى,0,0,7,209,75,0,4,107
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام الحيران,غير أردني,ذكر,0,0,0,191,100,0,21,104
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الغربي,أردني,انثى,31,0,0,0,1,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الغربي,أردني,ذكر,29,0,0,0,2,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الغربي,غير أردني,ذكر,0,0,0,0,8,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حي جديد,أردني,انثى,"1,844","1,127",48,37,577,510,4,23
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حي جديد,أردني,ذكر,"1,852","1,121",48,56,733,535,12,19
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حي جديد,غير أردني,انثى,0,0,0,21,4,0,7,58
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حي جديد,غير أردني,ذكر,0,0,0,21,53,0,0,52
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,اليادودة,أردني,انثى,"1,555",472,88,47,615,687,16,81
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,اليادودة,أردني,ذكر,"1,529",468,102,43,743,707,63,87
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,اليادودة,غير أردني,انثى,0,0,7,42,77,0,16,77
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,اليادودة,غير أردني,ذكر,0,0,18,28,112,0,4,110
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الطيبة وخريبة السوق,أردني,انثى,"6,009","2,257",132,582,"1,095","1,930",36,170
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الطيبة وخريبة السوق,أردني,ذكر,"5,800","2,290",165,590,"1,369","1,957",42,213
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الطيبة وخريبة السوق,غير أردني,انثى,0,0,42,"1,113",229,0,0,619
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الطيبة وخريبة السوق,غير أردني,ذكر,0,0,35,"1,365",305,0,6,413
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الايمان,أردني,انثى,588,175,29,36,200,385,0,6
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الايمان,أردني,ذكر,514,177,17,22,252,398,0,26
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الايمان,غير أردني,انثى,0,0,0,49,22,0,0,61
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الايمان,غير أردني,ذكر,0,0,0,42,28,0,0,22
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,غمدان,أردني,انثى,530,110,26,16,182,159,4,30
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,غمدان,أردني,ذكر,464,114,38,24,218,191,4,23
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,غمدان,غير أردني,انثى,0,0,10,0,54,0,5,4
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,غمدان,غير أردني,ذكر,0,0,0,0,39,0,0,7
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الابرار,أردني,انثى,31,9,0,2,37,10,0,3
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الابرار,أردني,ذكر,22,9,0,4,34,14,0,4
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الابرار,غير أردني,انثى,0,0,0,0,27,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الابرار,غير أردني,ذكر,0,0,0,0,30,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الفرقان,أردني,انثى,250,120,12,1,161,41,0,3
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الفرقان,أردني,ذكر,222,113,22,0,197,48,1,1
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الفرقان,غير أردني,انثى,0,0,0,0,27,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الفرقان,غير أردني,ذكر,0,0,0,0,8,0,0,7
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاندلس,أردني,انثى,"1,771",474,34,78,387,742,8,41
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاندلس,أردني,ذكر,"1,698",501,40,112,485,741,13,40
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاندلس,غير أردني,انثى,0,0,0,56,46,0,2,131
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاندلس,غير أردني,ذكر,0,0,14,63,64,0,0,95
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,التقوى,أردني,انثى,165,43,7,2,24,131,0,3
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,التقوى,أردني,ذكر,150,44,8,4,25,162,8,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,التقوى,غير أردني,انثى,0,0,0,0,0,0,12,32
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,التقوى,غير أردني,ذكر,0,0,0,0,2,0,36,16
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاحسان,أردني,انثى,262,39,1,13,31,207,0,11
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاحسان,أردني,ذكر,268,40,0,18,33,200,0,12
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاحسان,غير أردني,انثى,0,0,0,0,0,0,0,7
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الاحسان,غير أردني,ذكر,0,0,14,0,0,0,0,8
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الشمالي,أردني,انثى,"1,592",620,27,87,295,558,11,45
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الشمالي,أردني,ذكر,"1,530",609,38,56,366,576,4,30
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الشمالي,غير أردني,انثى,0,0,0,91,88,0,0,106
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الشمالي,غير أردني,ذكر,0,0,7,91,49,0,0,85
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الجنوبي,أردني,انثى,"1,814",792,70,140,527,549,19,9
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الجنوبي,أردني,ذكر,"1,785",808,53,129,676,558,28,11
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الجنوبي,غير أردني,انثى,0,0,7,63,62,0,0,59
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,جاوا الجنوبي,غير أردني,ذكر,0,0,27,42,56,0,6,21
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الوفاء,أردني,انثى,492,155,5,5,89,166,4,6
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الوفاء,أردني,ذكر,559,145,6,9,111,147,2,4
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الوفاء,غير أردني,انثى,0,0,7,21,0,0,0,7
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الوفاء,غير أردني,ذكر,0,0,0,14,7,0,0,14
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,قباء,أردني,انثى,565,182,14,9,225,227,1,5
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,قباء,أردني,ذكر,461,174,40,12,302,283,2,7
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,قباء,غير أردني,انثى,0,0,0,0,10,0,0,21
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,قباء,غير أردني,ذكر,0,0,0,0,28,0,0,14
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الصفاء,أردني,انثى,0,0,0,0,0,8,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الصفاء,أردني,ذكر,1,0,0,0,0,11,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,المجد,أردني,انثى,2,2,0,0,4,5,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,المجد,أردني,ذكر,2,1,0,0,12,7,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الامل,أردني,انثى,0,0,0,0,1,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الامل,أردني,ذكر,0,0,0,0,3,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الهداية,أردني,انثى,1,3,1,0,25,1,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الهداية,أردني,ذكر,3,8,0,0,24,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الهداية,غير أردني,انثى,0,0,0,0,5,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الهداية,غير أردني,ذكر,0,0,0,0,14,0,7,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الربيع,أردني,انثى,0,10,0,0,0,2,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الربيع,أردني,ذكر,0,10,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,خريبة السوق وجاوا واليادودة,خريبة السوق وجاوة,الربيع,غير أردني,ذكر,0,0,0,0,0,0,0,18
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,ام قصير,أردني,انثى,"1,509",731,40,34,554,539,0,30
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,ام قصير,أردني,ذكر,"1,515",714,33,29,626,561,7,26
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,ام قصير,غير أردني,انثى,0,0,0,7,26,0,0,17
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,ام قصير,غير أردني,ذكر,0,0,7,0,49,0,0,29
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,المقابلين,أردني,انثى,"3,358","1,712",108,49,"1,309","1,631",30,119
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,المقابلين,أردني,ذكر,"3,241","1,746",119,50,"1,462","1,578",72,102
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,المقابلين,غير أردني,انثى,0,0,11,49,191,0,0,107
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,المقابلين,غير أردني,ذكر,0,0,0,0,186,0,7,126
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحسنية,أردني,انثى,919,441,80,49,544,442,10,58
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحسنية,أردني,ذكر,837,420,76,22,640,455,57,62
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحسنية,غير أردني,انثى,0,0,0,12,42,0,0,110
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحسنية,غير أردني,ذكر,0,0,7,8,52,0,3,176
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الجنوبي,أردني,انثى,456,459,32,6,379,184,8,3
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الجنوبي,أردني,ذكر,438,446,37,5,397,220,11,1
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الجنوبي,غير أردني,انثى,0,0,32,0,52,0,0,10
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الجنوبي,غير أردني,ذكر,0,0,43,4,20,0,28,0
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الشمالي,أردني,انثى,486,274,25,3,371,195,5,5
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الشمالي,أردني,ذكر,440,291,34,1,414,224,7,4
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الشمالي,غير أردني,انثى,0,0,14,0,20,0,0,10
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,البنيات الشمالي,غير أردني,ذكر,0,0,9,0,26,0,5,7
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الصحابة,أردني,انثى,267,103,22,1,549,103,7,7
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الصحابة,أردني,ذكر,229,108,28,2,568,112,14,11
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الصحابة,غير أردني,انثى,0,0,0,0,64,0,8,19
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الصحابة,غير أردني,ذكر,0,0,0,0,94,0,10,100
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الكرامة,أردني,انثى,22,41,0,0,27,14,0,5
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الكرامة,أردني,ذكر,17,37,0,0,39,14,0,0
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الكرامة,غير أردني,انثى,0,0,0,9,36,0,0,0
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الكرامة,غير أردني,ذكر,0,0,0,6,7,0,0,0
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحرية,أردني,انثى,461,118,18,1,412,197,4,29
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحرية,أردني,ذكر,512,136,14,1,462,210,6,20
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحرية,غير أردني,انثى,0,0,15,0,44,0,7,19
العاصمة,القويسمة,القويسمة,ام قصير والمقابلين,ام قصير والمقابلين والبنيات,الحرية,غير أردني,ذكر,0,0,0,0,52,0,0,2
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الزيتونة,أردني,انثى,653,324,195,11,781,150,17,24
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الزيتونة,أردني,ذكر,602,333,173,8,859,145,26,29
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الزيتونة,غير أردني,انثى,0,0,33,18,161,0,0,22
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الزيتونة,غير أردني,ذكر,0,0,157,14,346,0,29,17
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,ابن عوف,أردني,انثى,475,202,94,7,506,64,11,28
