المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,CASEWHENNAT_CODE=401THEN'أردني'ELSE'غيرأردني'END,CASEWHENQ88=1THEN'ذكر'ELSE'انثى'END,وزارة الصحة,الخدمات الطبية الملكية,المستشفيات الجامعية,وكالة الغوث,تأمين خاص,خدمة صحية مجانية,خارج الأردن,أخرى
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,غير أردني,انثى,0,0,14,98,487,0,92,236
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,غير أردني,ذكر,0,0,32,63,437,0,112,159
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,أردني,انثى,"1,328",868,168,34,"1,410",378,29,78
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,أردني,ذكر,"1,190",780,115,34,"1,390",400,37,64
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,غير أردني,انثى,0,0,14,86,278,0,50,209
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,غير أردني,ذكر,0,0,28,64,334,0,90,217
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,أردني,انثى,"2,877","2,516",200,68,"1,193",725,11,75
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,أردني,ذكر,"2,678","2,508",205,62,"1,342",789,36,57
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,غير أردني,انثى,0,0,0,50,243,0,14,239
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,غير أردني,ذكر,0,0,14,111,313,0,17,281
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,أردني,انثى,548,583,27,0,118,120,3,8
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,أردني,ذكر,584,604,22,2,139,104,7,6
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,غير أردني,انثى,0,0,0,11,27,0,0,32
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,غير أردني,ذكر,0,0,0,20,233,0,0,46
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,أردني,انثى,408,246,65,4,"1,076",121,73,15
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,أردني,ذكر,364,212,50,2,"1,047",150,114,19
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,غير أردني,انثى,0,0,13,13,708,0,68,63
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,غير أردني,ذكر,0,0,83,18,623,0,115,171
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,أردني,انثى,255,83,41,6,"1,183",94,63,86
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,أردني,ذكر,205,78,44,1,"1,116",109,133,60
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,غير أردني,انثى,0,0,13,9,"1,347",0,119,218
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,غير أردني,ذكر,0,0,9,23,960,0,140,138
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,أردني,انثى,80,123,0,0,124,13,6,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,أردني,ذكر,80,120,1,0,122,14,9,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,غير أردني,انثى,0,0,0,0,68,0,0,15
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,غير أردني,ذكر,0,0,0,0,65,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,أردني,انثى,35,62,6,0,20,23,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,أردني,ذكر,33,59,5,0,22,18,2,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,غير أردني,انثى,0,0,0,0,0,0,0,4
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,غير أردني,ذكر,0,0,0,0,23,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,أردني,انثى,758,583,157,3,"1,368",259,61,24
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,أردني,ذكر,666,609,106,4,"1,354",272,84,31
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,غير أردني,انثى,0,0,10,21,404,0,61,58
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,غير أردني,ذكر,0,0,10,9,225,0,62,34
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,أردني,انثى,258,91,44,0,598,51,34,19
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,أردني,ذكر,192,73,35,0,549,57,34,17
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,غير أردني,انثى,0,0,19,0,504,0,61,82
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,غير أردني,ذكر,0,0,8,0,286,0,61,84
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,أردني,انثى,362,453,31,0,146,114,1,4
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,أردني,ذكر,394,519,24,4,179,87,11,3
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,غير أردني,انثى,0,0,0,0,7,0,3,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,غير أردني,ذكر,0,0,0,0,7,0,8,20
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,أردني,انثى,242,646,36,0,132,41,1,8
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,أردني,ذكر,220,650,39,0,128,57,4,5
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,غير أردني,انثى,0,0,0,0,14,0,0,8
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,غير أردني,ذكر,0,0,0,0,12,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,أردني,انثى,196,590,20,0,216,28,1,5
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,أردني,ذكر,184,532,22,0,269,44,0,4
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,غير أردني,انثى,0,0,0,0,115,0,0,6
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,غير أردني,ذكر,0,0,0,0,96,0,16,6
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,أردني,انثى,405,915,63,1,147,43,1,25
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,أردني,ذكر,403,914,66,0,165,37,2,19
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,غير أردني,انثى,0,0,6,0,2,0,4,4
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,غير أردني,ذكر,0,0,18,0,0,0,8,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الغروس,أردني,انثى,287,763,37,0,136,39,0,34
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الغروس,أردني,ذكر,273,816,44,0,138,56,0,23
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,أردني,انثى,115,284,12,0,106,1,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,أردني,ذكر,151,258,18,0,116,2,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,غير أردني,انثى,0,0,0,0,6,0,0,25
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,غير أردني,ذكر,0,0,0,0,9,0,0,7
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,أردني,انثى,239,433,16,0,155,15,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,أردني,ذكر,230,456,42,0,162,23,4,1
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,غير أردني,انثى,0,0,0,4,3,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,غير أردني,ذكر,0,0,0,4,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,أردني,انثى,374,193,21,3,406,104,4,3
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,أردني,ذكر,388,201,24,4,457,110,13,4
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,غير أردني,انثى,0,0,10,0,49,0,0,60
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,غير أردني,ذكر,0,0,50,4,36,0,0,28
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,أردني,انثى,463,526,20,0,398,152,5,1
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,أردني,ذكر,421,497,20,3,414,142,2,2
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,غير أردني,انثى,0,0,0,0,57,0,3,33
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,غير أردني,ذكر,0,0,28,3,54,0,14,27
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,أردني,انثى,582,"1,503",24,0,213,75,0,4
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,أردني,ذكر,466,"1,408",21,0,304,107,6,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,غير أردني,انثى,0,0,0,12,10,0,2,20
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,غير أردني,ذكر,0,0,0,12,17,0,0,7
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,أردني,انثى,405,577,57,1,822,159,5,3
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,أردني,ذكر,370,609,60,0,813,165,19,3
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,غير أردني,انثى,0,0,0,0,161,0,12,38
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,غير أردني,ذكر,0,0,0,0,163,0,11,15
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,أردني,انثى,744,526,131,6,652,157,13,20
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,أردني,ذكر,691,494,96,10,767,191,35,15
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,غير أردني,انثى,0,0,0,0,77,0,14,96
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,غير أردني,ذكر,0,0,4,0,104,0,25,71
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,أردني,انثى,850,591,88,11,751,253,10,30
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,أردني,ذكر,760,562,69,6,798,203,9,23
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,غير أردني,انثى,0,0,88,12,114,0,279,149
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,غير أردني,ذكر,0,0,81,7,173,0,201,49
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,أردني,انثى,598,914,94,1,"1,568",239,47,10
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,أردني,ذكر,528,862,96,2,"1,635",204,65,13
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,غير أردني,انثى,0,0,6,4,312,0,14,100
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,غير أردني,ذكر,0,0,6,0,200,0,47,28
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,أردني,انثى,381,425,72,3,836,151,21,22
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,أردني,ذكر,347,408,69,7,866,165,52,46
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,غير أردني,انثى,0,0,7,34,177,0,75,53
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,غير أردني,ذكر,0,0,35,24,294,0,47,69
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,أردني,انثى,930,"2,157",94,2,134,73,0,7
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,أردني,ذكر,860,"2,302",92,1,195,75,2,2
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,غير أردني,انثى,0,0,0,0,10,0,0,14
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,غير أردني,ذكر,0,0,0,0,21,0,8,19
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,أردني,انثى,498,905,32,0,56,38,0,6
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,أردني,ذكر,474,998,34,0,58,40,3,1
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,غير أردني,انثى,0,0,0,0,0,0,0,2
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ابو السوس,ابو السوس,ابو السوس,أردني,انثى,110,60,2,0,32,6,0,0
العاصمة,وادي السير,وادي السير,ابو السوس,ابو السوس,ابو السوس,أردني,ذكر,86,52,4,0,55,7,5,0
العاصمة,وادي السير,وادي السير,ابو السوس,ابو السوس,ابو السوس,غير أردني,انثى,0,0,0,0,20,0,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,أردني,انثى,13,16,0,0,1,1,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,أردني,ذكر,12,20,0,0,2,1,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,غير أردني,انثى,0,0,0,7,4,0,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,غير أردني,ذكر,0,0,0,0,42,0,0,6
العاصمة,وادي السير,وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,أردني,انثى,61,530,0,1,13,48,0,0
العاصمة,وادي السير,وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,أردني,ذكر,98,616,0,0,10,38,0,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,أردني,انثى,131,231,1,0,46,19,2,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,أردني,ذكر,119,249,4,0,64,14,1,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,غير أردني,انثى,0,0,0,0,8,0,0,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,غير أردني,ذكر,0,0,0,0,8,0,0,0
العاصمة,وادي السير,وادي السير,الثغرة,الثغرة,الثغرة,أردني,انثى,20,6,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الثغرة,الثغرة,الثغرة,أردني,ذكر,33,5,0,0,0,1,0,0
العاصمة,وادي السير,وادي السير,الحامدية,الحامدية,الحامدية,أردني,انثى,211,83,0,0,0,1,0,0
العاصمة,وادي السير,وادي السير,الحامدية,الحامدية,الحامدية,أردني,ذكر,175,76,0,0,0,8,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,أردني,انثى,0,58,31,0,68,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,أردني,ذكر,0,52,18,0,69,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,غير أردني,انثى,0,0,0,0,35,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,غير أردني,ذكر,0,0,0,0,251,0,0,0
العاصمة,وادي السير,وادي السير,الطبقة,الطبقة,الطبقة,أردني,انثى,105,260,13,0,14,13,0,0
العاصمة,وادي السير,وادي السير,الطبقة,الطبقة,الطبقة,أردني,ذكر,108,270,21,0,25,8,0,0
العاصمة,وادي السير,وادي السير,الطبقة,الطبقة,الطبقة,غير أردني,انثى,0,0,0,0,2,0,0,0
العاصمة,وادي السير,وادي السير,الدبة,الدبة,الدبة,أردني,انثى,34,9,0,0,12,5,0,0
العاصمة,وادي السير,وادي السير,الدبة,الدبة,الدبة,أردني,ذكر,59,12,1,0,16,10,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,أردني,انثى,65,152,3,0,0,4,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,أردني,ذكر,54,151,0,0,0,4,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,غير أردني,انثى,0,0,0,0,0,0,0,7
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,غير أردني,ذكر,0,0,0,0,0,0,8,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,أردني,انثى,35,89,0,0,4,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,أردني,ذكر,38,91,0,0,2,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,غير أردني,انثى,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,غير أردني,ذكر,0,0,0,0,0,0,0,4
العاصمة,وادي السير,وادي السير,النعير,النعير,النعير,أردني,انثى,162,357,23,0,84,14,0,4
العاصمة,وادي السير,وادي السير,النعير,النعير,النعير,أردني,ذكر,151,368,17,0,88,28,0,4
العاصمة,وادي السير,وادي السير,الدير,الدير,الدير,أردني,انثى,300,410,5,3,39,24,0,1
العاصمة,وادي السير,وادي السير,الدير,الدير,الدير,أردني,ذكر,257,445,3,1,73,22,2,1
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,أردني,انثى,"2,041","2,171",72,15,382,708,2,362
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,أردني,ذكر,"1,987","2,196",73,13,523,782,8,316
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,غير أردني,انثى,0,0,8,21,120,0,221,180
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,غير أردني,ذكر,0,0,4,35,545,0,270,107
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,أردني,انثى,"1,042","1,045",34,15,247,640,0,94
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,أردني,ذكر,"1,105","1,114",25,21,303,673,1,121
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,غير أردني,انثى,0,0,0,72,102,0,8,112
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,غير أردني,ذكر,0,0,0,79,484,0,61,104
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,أردني,انثى,"3,093","3,338",125,46,635,"1,031",15,211
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,أردني,ذكر,"3,004","3,664",147,34,803,"1,020",15,210
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,غير أردني,انثى,0,0,17,162,108,0,24,191
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,غير أردني,ذكر,0,0,12,196,356,0,32,258
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,أردني,انثى,"1,494","1,710",29,29,299,556,0,60
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,أردني,ذكر,"1,499","1,796",33,32,335,553,1,74
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,غير أردني,انثى,0,0,0,49,116,0,4,81
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,غير أردني,ذكر,0,0,0,79,778,0,4,57
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,أردني,انثى,0,17,0,0,37,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,أردني,ذكر,0,19,0,0,26,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,غير أردني,انثى,0,0,0,0,21,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,غير أردني,ذكر,0,0,0,0,16,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,أردني,انثى,638,"1,722",4,1,149,177,0,46
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,أردني,ذكر,641,"1,733",6,1,182,186,1,56
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,غير أردني,انثى,0,0,0,0,38,0,0,22
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,غير أردني,ذكر,0,0,0,0,56,0,0,22
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,أردني,انثى,144,361,8,0,36,24,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,أردني,ذكر,132,378,12,0,33,50,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,غير أردني,ذكر,0,0,0,0,0,0,4,0
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,أردني,انثى,133,356,1,0,1,22,0,2
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,أردني,ذكر,118,408,6,0,1,18,1,0
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,غير أردني,ذكر,0,0,0,0,80,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,قعفور,أردني,انثى,14,0,0,0,0,2,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,قعفور,أردني,ذكر,33,0,0,0,0,4,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,أردني,انثى,526,521,10,2,168,225,2,8
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,أردني,ذكر,555,578,27,5,206,261,0,9
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,غير أردني,انثى,0,0,0,0,37,0,2,18
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,غير أردني,ذكر,0,0,0,0,59,0,8,0
العاصمة,سحاب,سحاب,سحاب,أحد,رميدان,أردني,انثى,2,23,0,0,4,8,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,رميدان,أردني,ذكر,3,33,0,0,3,14,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الماضونة,أردني,انثى,0,0,0,0,0,1,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الماضونة,أردني,ذكر,0,0,0,0,0,6,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,أردني,انثى,914,320,0,136,107,76,0,40
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,أردني,ذكر,857,350,6,142,115,63,0,50
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,غير أردني,انثى,0,0,0,42,182,0,30,58
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,غير أردني,ذكر,0,0,0,34,928,0,119,45
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,أردني,انثى,123,18,17,5,37,16,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,أردني,ذكر,149,21,9,5,26,18,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,غير أردني,انثى,0,0,0,10,27,0,0,85
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,غير أردني,ذكر,0,0,9,0,91,0,0,51
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,أردني,انثى,145,268,29,0,5,19,0,10
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,أردني,ذكر,138,257,31,0,12,19,1,12
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,غير أردني,انثى,0,0,0,0,0,0,12,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,غير أردني,ذكر,0,0,0,0,0,0,8,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,أردني,انثى,513,169,14,38,159,259,0,35
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,أردني,ذكر,502,177,17,41,182,281,1,21
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,غير أردني,انثى,0,0,7,31,9,0,0,12
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,غير أردني,ذكر,0,0,7,21,72,0,0,9
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,أردني,انثى,510,211,20,22,209,103,2,26
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,أردني,ذكر,465,234,19,12,226,122,0,18
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,غير أردني,انثى,0,0,0,88,30,0,0,39
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,غير أردني,ذكر,0,0,0,91,318,0,0,339
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,أردني,انثى,245,208,1,0,94,24,4,45
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,أردني,ذكر,233,243,3,0,79,38,4,42
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,غير أردني,انثى,0,0,0,0,76,0,9,26
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,غير أردني,ذكر,0,0,0,0,152,0,0,36
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام الوليد,أردني,انثى,231,665,9,0,54,20,0,3
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام الوليد,أردني,ذكر,257,664,17,0,78,29,0,4
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,أردني,انثى,146,84,10,2,19,9,0,9
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,أردني,ذكر,145,81,3,2,16,3,0,9
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,غير أردني,انثى,0,0,0,0,4,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,غير أردني,ذكر,0,0,0,3,0,0,0,8
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهرى,أردني,انثى,2,0,0,0,0,2,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهرى,أردني,ذكر,1,0,0,0,0,4,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الغربية,أردني,انثى,327,447,1,0,39,34,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الغربية,أردني,ذكر,292,537,2,0,49,21,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,جلول,أردني,انثى,70,169,9,0,3,32,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,جلول,أردني,ذكر,100,175,6,0,7,20,0,1
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,جلول,غير أردني,انثى,0,0,0,0,6,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الطنيب,أردني,انثى,105,36,5,10,50,30,2,36
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الطنيب,أردني,ذكر,148,46,4,22,53,34,7,47
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الطنيب,غير أردني,انثى,0,0,0,0,0,0,2,2
