محافظه,لواء,قضاء,التجمع السكاني,المنطقة,الحي,gis block code,ذكر,انثى, المجموع
العاصمة,لواء ماركا ,قضاء ماركا ,طارق ,طارق,الشهيد,110210131003,9072,8738,17810
العاصمة,لواء ماركا ,قضاء ماركا ,طارق ,طارق,طبربور,110210131001,10919,10544,21463
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,الزهراء,110211110303,12721,11757,24478
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,المشيرفة,110211110304,881,838,1719
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,المطار,110211110301,5597,5168,10765
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,حمزة,110211110302,21383,20182,41565
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,حي جديد,110211110305,5542,5149,10691
العاصمة,لواء ناعور,قضاء ام البساتين,السامك,السامك,السامك,110920120101,1345,1212,2557
العاصمة,لواء ناعور,قضاء ام البساتين,ام البرك,ام البرك,ام البرك,110920150101,596,607,1203
العاصمة,لواء ناعور,قضاء ام البساتين,ام البساتين,ام البساتين,ام البساتين,110920110101,2410,2224,4634
العاصمة,لواء ناعور,قضاء ام البساتين,ام العساكر,ام العساكر,ام العساكر,110920130101,325,327,652
العاصمة,لواء ناعور,قضاء ام البساتين,ام الكندم,ام الكندم,ام الكندم,110920140101,684,569,1253
العاصمة,لواء ناعور,قضاء ام البساتين,ماسوح,ماسوح,ماسوح,110920160101,62,67,129
العاصمة,لواء ناعور,قضاء حسبان,الروضة,الروضة,الروضة,110930120101,2578,2520,5098
العاصمة,لواء ناعور,قضاء حسبان,العال,العال,العال,110930140101,1422,1418,2840
العاصمة,لواء ناعور,قضاء حسبان,المشقر,المشقر,المشقر,110930130101,1427,1444,2871
العاصمة,لواء ناعور,قضاء حسبان,حسبان,حسبان,حسبان,110930110101,1295,1265,2560
العاصمة,لواء ناعور,قضاء حسبان,كرمة حسبان,كرمة حسبان,كرمة حسبان,110930160101,581,549,1130
العاصمة,لواء ناعور,قضاء حسبان,منشية حسبان,منشية حسبان,منشية حسبان,110930150101,621,614,1235
العاصمة,لواء ناعور,قضاء ناعور,ابو نقلة,ابو نقلة,ابو نقلة,110910240101,423,408,831
العاصمة,لواء ناعور,قضاء ناعور,ادبيان,ادبيان,ادبيان,110910150101,628,522,1150
العاصمة,لواء ناعور,قضاء ناعور,البنيات,البنيات,البنيات الجنوبي,110910170101,1393,1396,2789
العاصمة,لواء ناعور,قضاء ناعور,البنيات,البنيات,البنيات الشمالي,110910170102,1752,1690,3442
العاصمة,لواء ناعور,قضاء ناعور,العامرية,العامرية,العامرية,110910210101,423,384,807
العاصمة,لواء ناعور,قضاء ناعور,العجاجرة,العجاجرة,العجاجرة,110910250101,146,132,278
العاصمة,لواء ناعور,قضاء ناعور,العدسية,العدسية,العدسية,110910120101,717,718,1435
العاصمة,لواء ناعور,قضاء ناعور,العويلية,العويلية,العويلية,110910260101,186,188,374
العاصمة,لواء ناعور,قضاء ناعور,المنشية وام القطين,المنشية وام القطين,المنشية وام القطين,110910130101,907,859,1766
العاصمة,لواء ناعور,قضاء ناعور,المنصورة,المنصورة,المنصورة,110910160101,764,830,1594
العاصمة,لواء ناعور,قضاء ناعور,ام السماق,ام السماق,ام السماق,110910180101,2745,2665,5410
العاصمة,لواء ناعور,قضاء ناعور,بصة ناعور,بصة ناعور,بصة ناعور,110910190101,368,298,666
العاصمة,لواء ناعور,قضاء ناعور,بلعاس,بلعاس,بلعاس,110910220101,273,246,519
العاصمة,لواء ناعور,قضاء ناعور,تركي,تركي,تركي,110910140101,695,698,1393
العاصمة,لواء ناعور,قضاء ناعور,زبود,زبود,زبود,110910230101,541,505,1046
العاصمة,لواء ناعور,قضاء ناعور,سيل حسبان,سيل حسبان,سيل حسبان,110910200101,577,542,1119
العاصمة,لواء ناعور,قضاء ناعور,ناعور,ناعور,ناعور,110910110101,7868,7571,15439
العاصمة,لواء وادي السير,قضاء وادي السير,ابو السوس,ابو السوس,ابو السوس,110510160101,141,140,281
العاصمة,لواء وادي السير,قضاء وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,110510180101,660,623,1283
العاصمة,لواء وادي السير,قضاء وادي السير,البحاث,البحاث,البحاث,110510170101,39,34,73
العاصمة,لواء وادي السير,قضاء وادي السير,البصة,البصة,البصة,110510140101,1944,1972,3916
العاصمة,لواء وادي السير,قضاء وادي السير,الثغرة,الثغرة,الثغرة,110510200101,18,13,31
العاصمة,لواء وادي السير,قضاء وادي السير,الحامدية,الحامدية,الحامدية,110510210101,129,128,257
العاصمة,لواء وادي السير,قضاء وادي السير,الدبة,الدبة,الدبة,110510240101,167,172,339
العاصمة,لواء وادي السير,قضاء وادي السير,الدير,الدير,الدير,110510280101,734,660,1394
العاصمة,لواء وادي السير,قضاء وادي السير,الرجاحة,الرجاحة,الرجاحة,110510190101,296,268,564
العاصمة,لواء وادي السير,قضاء وادي السير,الطبقة,الطبقة,الطبقة,110510230101,168,158,326
العاصمة,لواء وادي السير,قضاء وادي السير,الفحص,الفحص,الفحص,110510260101,48,56,104
العاصمة,لواء وادي السير,قضاء وادي السير,النعير ,النعير ,النعير ,110510270101,315,320,635
العاصمة,لواء وادي السير,قضاء وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,110510250101,97,116,213
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,110510121501,976,946,1922
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,السويسة,110510121505,478,473,951
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,الغروس,110510121504,929,916,1845
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,110510121502,805,844,1649
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,بلال,110510121503,1172,1119,2291
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,زبدة,110510121506,709,682,1391
العاصمة,لواء وادي السير,قضاء وادي السير,عراق الامير,عراق الامير,عراق الامير,110510150101,998,965,1963
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الاول,110510130101,1013,849,1862
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الثالث,110510130103,1469,1397,2866
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الثامن,110510130108,2026,2017,4043
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الثاني,110510130102,1504,1347,2851
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الخامس,110510130105,2820,2793,5613
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الرابع,110510130104,1184,1132,2316
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,السابع,110510130107,2273,2465,4738
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,السادس,110510130106,3031,2853,5884
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير, الصناعة,110510111406,3904,3229,7133
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الجندويل,110510111403,6427,6506,12933
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الدمينة,110510111410,311,306,617
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الديار,110510111408,2604,2936,5540
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الروابي,110510111401,13545,14137,27682
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الرونق,110510111404,6243,6074,12317
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,السهل,110510111407,2111,2157,4268
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الصويفية,110510111402,5029,5029,10058
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الظهير,110510111409,361,377,738
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الكرسي,110510111411,2821,2802,5623
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,ام اذينة الغربي,110510111412,3066,3251,6317
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,وادي السير,110510111405,15157,13649,28806
العاصمة,لواء وادي السير,قضاء وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,110510220101,74,85,159
