محافظه,لواء,قضاء,التجمع السكاني,المنطقة,الحي,gis block code,ذكر,انثى, المجموع
العاصمة,لواء ماركا ,قضاء ماركا ,النصر ,النصر,المنارة,1.10211E+11,16609,15711,32320
العاصمة,لواء ماركا ,قضاء ماركا ,النصر ,النصر,جبل النصر,1.10211E+11,10480,9926,20406
العاصمة,لواء ماركا ,قضاء ماركا ,النصر ,النصر,وادي القطار,1.10211E+11,97,15,112
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,الجرن,1.10211E+11,20415,19752,40167
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,الرواق,1.10211E+11,3501,3405,6906
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,القصور,1.10211E+11,12635,11550,24185
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,الهاشمي الجنوبي,1.10211E+11,5258,5050,10308
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,الهاشمي الشمالي,1.10211E+11,31095,29085,60180
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,جبل النزهة,1.10211E+11,22054,20564,42618
العاصمة,لواء ماركا ,قضاء ماركا ,بسمان ,بسمان,رغدان,1.10211E+11,12482,12154,24636
العاصمة,لواء ماركا ,قضاء ماركا ,طارق ,طارق,ابو عليا,1.1021E+11,2628,2632,5260
العاصمة,لواء ماركا ,قضاء ماركا ,طارق ,طارق,الخزنة,1.1021E+11,3149,3042,6191
العاصمة,لواء ماركا ,قضاء ماركا ,طارق ,طارق,الشهيد,1.1021E+11,9072,8738,17810
العاصمة,لواء ماركا ,قضاء ماركا ,طارق ,طارق,طبربور,1.1021E+11,10919,10544,21463
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,الزهراء,1.10211E+11,12721,11757,24478
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,المشيرفة,1.10211E+11,881,838,1719
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,المطار,1.10211E+11,5597,5168,10765
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,حمزة,1.10211E+11,21383,20182,41565
العاصمة,لواء ماركا ,قضاء ماركا ,ماركا ,ماركا,حي جديد,1.10211E+11,5542,5149,10691
العاصمة,لواء ناعور,قضاء ام البساتين,السامك,السامك,السامك,1.1092E+11,1345,1212,2557
العاصمة,لواء ناعور,قضاء ام البساتين,ام البرك,ام البرك,ام البرك,1.1092E+11,596,607,1203
العاصمة,لواء ناعور,قضاء ام البساتين,ام البساتين,ام البساتين,ام البساتين,1.1092E+11,2410,2224,4634
العاصمة,لواء ناعور,قضاء ام البساتين,ام العساكر,ام العساكر,ام العساكر,1.1092E+11,325,327,652
العاصمة,لواء ناعور,قضاء ام البساتين,ام الكندم,ام الكندم,ام الكندم,1.1092E+11,684,569,1253
العاصمة,لواء ناعور,قضاء ام البساتين,ماسوح,ماسوح,ماسوح,1.1092E+11,62,67,129
العاصمة,لواء ناعور,قضاء حسبان,الروضة,الروضة,الروضة,1.1093E+11,2578,2520,5098
العاصمة,لواء ناعور,قضاء حسبان,العال,العال,العال,1.1093E+11,1422,1418,2840
العاصمة,لواء ناعور,قضاء حسبان,المشقر,المشقر,المشقر,1.1093E+11,1427,1444,2871
العاصمة,لواء ناعور,قضاء حسبان,حسبان,حسبان,حسبان,1.1093E+11,1295,1265,2560
العاصمة,لواء ناعور,قضاء حسبان,كرمة حسبان,كرمة حسبان,كرمة حسبان,1.1093E+11,581,549,1130
العاصمة,لواء ناعور,قضاء حسبان,منشية حسبان,منشية حسبان,منشية حسبان,1.1093E+11,621,614,1235
العاصمة,لواء ناعور,قضاء ناعور,ابو نقلة,ابو نقلة,ابو نقلة,1.1091E+11,423,408,831
العاصمة,لواء ناعور,قضاء ناعور,ادبيان,ادبيان,ادبيان,1.1091E+11,628,522,1150
العاصمة,لواء ناعور,قضاء ناعور,البنيات,البنيات,البنيات الجنوبي,1.1091E+11,1393,1396,2789
العاصمة,لواء ناعور,قضاء ناعور,البنيات,البنيات,البنيات الشمالي,1.1091E+11,1752,1690,3442
العاصمة,لواء ناعور,قضاء ناعور,العامرية,العامرية,العامرية,1.1091E+11,423,384,807
العاصمة,لواء ناعور,قضاء ناعور,العجاجرة,العجاجرة,العجاجرة,1.1091E+11,146,132,278
العاصمة,لواء ناعور,قضاء ناعور,العدسية,العدسية,العدسية,1.1091E+11,717,718,1435
العاصمة,لواء ناعور,قضاء ناعور,العويلية,العويلية,العويلية,1.1091E+11,186,188,374
العاصمة,لواء ناعور,قضاء ناعور,المنشية وام القطين,المنشية وام القطين,المنشية وام القطين,1.1091E+11,907,859,1766
العاصمة,لواء ناعور,قضاء ناعور,المنصورة,المنصورة,المنصورة,1.1091E+11,764,830,1594
العاصمة,لواء ناعور,قضاء ناعور,ام السماق,ام السماق,ام السماق,1.1091E+11,2745,2665,5410
العاصمة,لواء ناعور,قضاء ناعور,بصة ناعور,بصة ناعور,بصة ناعور,1.1091E+11,368,298,666
العاصمة,لواء ناعور,قضاء ناعور,بلعاس,بلعاس,بلعاس,1.1091E+11,273,246,519
العاصمة,لواء ناعور,قضاء ناعور,تركي,تركي,تركي,1.1091E+11,695,698,1393
العاصمة,لواء ناعور,قضاء ناعور,زبود,زبود,زبود,1.1091E+11,541,505,1046
العاصمة,لواء ناعور,قضاء ناعور,سيل حسبان,سيل حسبان,سيل حسبان,1.1091E+11,577,542,1119
العاصمة,لواء ناعور,قضاء ناعور,ناعور,ناعور,ناعور,1.1091E+11,7868,7571,15439
العاصمة,لواء وادي السير,قضاء وادي السير,ابو السوس,ابو السوس,ابو السوس,1.1051E+11,141,140,281
العاصمة,لواء وادي السير,قضاء وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,1.1051E+11,660,623,1283
العاصمة,لواء وادي السير,قضاء وادي السير,البحاث,البحاث,البحاث,1.1051E+11,39,34,73
العاصمة,لواء وادي السير,قضاء وادي السير,البصة,البصة,البصة,1.1051E+11,1944,1972,3916
العاصمة,لواء وادي السير,قضاء وادي السير,الثغرة,الثغرة,الثغرة,1.1051E+11,18,13,31
العاصمة,لواء وادي السير,قضاء وادي السير,الحامدية,الحامدية,الحامدية,1.1051E+11,129,128,257
العاصمة,لواء وادي السير,قضاء وادي السير,الدبة,الدبة,الدبة,1.1051E+11,167,172,339
العاصمة,لواء وادي السير,قضاء وادي السير,الدير,الدير,الدير,1.1051E+11,734,660,1394
العاصمة,لواء وادي السير,قضاء وادي السير,الرجاحة,الرجاحة,الرجاحة,1.1051E+11,296,268,564
العاصمة,لواء وادي السير,قضاء وادي السير,الطبقة,الطبقة,الطبقة,1.1051E+11,168,158,326
العاصمة,لواء وادي السير,قضاء وادي السير,الفحص,الفحص,الفحص,1.1051E+11,48,56,104
العاصمة,لواء وادي السير,قضاء وادي السير,النعير ,النعير ,النعير ,1.1051E+11,315,320,635
العاصمة,لواء وادي السير,قضاء وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,1.1051E+11,97,116,213
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,1.1051E+11,976,946,1922
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,السويسة,1.1051E+11,478,473,951
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,الغروس,1.1051E+11,929,916,1845
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,1.1051E+11,805,844,1649
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,بلال,1.1051E+11,1172,1119,2291
العاصمة,لواء وادي السير,قضاء وادي السير,بدر الجديدة,بدر الجديدة,زبدة,1.1051E+11,709,682,1391
العاصمة,لواء وادي السير,قضاء وادي السير,عراق الامير,عراق الامير,عراق الامير,1.1051E+11,998,965,1963
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الاول,1.1051E+11,1013,849,1862
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الثالث,1.1051E+11,1469,1397,2866
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الثامن,1.1051E+11,2026,2017,4043
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الثاني,1.1051E+11,1504,1347,2851
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الخامس,1.1051E+11,2820,2793,5613
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,الرابع,1.1051E+11,1184,1132,2316
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,السابع,1.1051E+11,2273,2465,4738
العاصمة,لواء وادي السير,قضاء وادي السير,مرج الحمام,مرج الحمام,السادس,1.1051E+11,3031,2853,5884
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير, الصناعة,1.1051E+11,3904,3229,7133
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الجندويل,1.1051E+11,6427,6506,12933
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الدمينة,1.1051E+11,311,306,617
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الديار,1.1051E+11,2604,2936,5540
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الروابي,1.1051E+11,13545,14137,27682
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الرونق,1.1051E+11,6243,6074,12317
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,السهل,1.1051E+11,2111,2157,4268
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الصويفية,1.1051E+11,5029,5029,10058
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الظهير,1.1051E+11,361,377,738
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,الكرسي,1.1051E+11,2821,2802,5623
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,ام اذينة الغربي,1.1051E+11,3066,3251,6317
العاصمة,لواء وادي السير,قضاء وادي السير,وادي السير,وادي السير,وادي السير,1.1051E+11,15157,13649,28806
العاصمة,لواء وادي السير,قضاء وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,1.1051E+11,74,85,159
