GOV_CODE,المحافظة,LUAA_CODE,اللواء,DISTRICT_CODE,القضاء,COLLECTION_CODE,التجمع السكاني,AREA_CODE,المنطقة,QUERTER_CODE,الحي,أعزب أو عزباء,متزوج او متزوجة,مطلق أو مطلقة ,ارمل او ارملة,منفصل او منفصلة
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110109,الهرى,1,8,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110110,ارينبة الغربية,749,979,5,29,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110111,جلول,481,778,6,13,2
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110112,الطنيب,575,727,6,44,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110113,المنارة,150,177,12,12,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110114,الخضراء,644,973,8,25,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110115,الزيتونة,416,698,18,24,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110116,ارينبة الشرقية,468,679,11,30,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110117,الزعفران,508,688,13,23,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110118,صوفة,168,230,11,14,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110119,زويزيا,132,368,1,4,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110120,أم قصير,"1,189","1,438",11,39,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110121,زينب,145,178,2,11,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110122,الدليله(دليلة المطيرات),402,364,9,36,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110123,ام رمانه,607,813,14,30,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110124,القنيطره,505,362,4,20,1
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110125,الناصرية,235,275,2,16,2
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110126,الشهباء(زباير الوتيري),70,116,2,5,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110127,المشتى,245,84,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110128,الغبية,210,427,5,13,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110129,السيفية(زباير كنيعان),171,216,0,1,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110130,الباسلية,160,245,2,12,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110131,الثمد,59,81,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110132,الصلاحيه(زباير الطوال),493,522,2,24,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110133,مخيم الطالبية,"4,612","5,877",109,264,8
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110134,الخنان (الندوه),12,34,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110135,القناطر,138,95,1,13,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071011,الجيزة,1107101101,الجيزة,110710110136,الهريج,113,190,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071030,ضبعة,1107103001,ضبعة,110710300101,ضبعه,336,547,5,27,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071036,الزميلة,1107103601,الزميلة,110710360101,الزميله,888,"1,260",13,64,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071038,الخالدية,1107103801,الخالدية,110710380101,الخالدية,139,273,3,9,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071039,الخريم,1107103901,الخريم,110710390101,الخريم,1,0,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071048,خان الزبيب,1107104801,خان الزبيب,110710480101,خان الزبيب,0,8,0,0,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071050,الذرة,1107105001,الذرة,110710500101,الذره,22,18,0,2,0
11,العاصمة,1107,الجيزة,11071,الجيزة,11071052,حمام الطلاق,1107105201,حمام الطلاق,110710520101,حمام الطلاق,397,350,5,23,3
11,العاصمة,1107,الجيزة,11071,الجيزة,11071053,حمام الشموط,1107105301,حمام الشموط,110710530101,حمام الشموط,636,966,13,57,2
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072011,ام الرصاص,1107201101,ام الرصاص,110720110101,ام الرصاص,203,268,3,12,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072012,الرامة,1107201201,الرامة,110720120101,الرامة,715,788,11,48,4
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072013,الرميل,1107201301,الرميل,110720130101,الرميل,212,272,6,27,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072014,طور الحشاش,1107201401,طور الحشاش,110720140101,طور الحشاش,212,150,1,23,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072015,سالية,1107201501,سالية,110720150101,سالية,345,395,13,23,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072017,الدامخي,1107201701,الدامخي,110720170101,الدامخي,515,554,7,28,1
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072018,الياهون,1107201801,الياهون,110720180101,الياهون,127,222,1,16,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072019,عليان,1107201901,عليان,110720190101,عليان,119,125,3,14,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072020,رجم عقاب,1107202001,رجم عقاب,110720200101,رجم عقاب,212,230,1,10,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072021,جميل,1107202101,جميل,110720210101,جميل,353,472,2,15,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072022,الثريا,1107202201,الثريا,110720220101,الثريا,53,47,0,0,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072023,المشيرفة,1107202301,المشيرفة,110720230101,المشيرفة,323,376,1,29,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072024,رجم فهيد,1107202401,رجم فهيد,110720240101,رجم فهيد,130,141,1,10,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072025,ابو حليليفة,1107202501,ابو حليليفة,110720250101,ابو حليليفة,208,259,19,10,3
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072026,المصيطبة,1107202601,المصيطبة,110720260101,المصيطبة,282,347,2,17,0
11,العاصمة,1107,الجيزة,11072,ام الرصاص,11072027,البحيرات(منشية السواريه),1107202701,البحيرات(منشية السواريه),110720270101,البحيرات(منشية السواريه),173,179,0,4,0
11,العاصمة,1108,الموقر,11081,الموقر,11081011,الموقر,1108101101,الموقر,110810110101,الموقر,"1,796","2,487",49,148,0
11,العاصمة,1108,الموقر,11081,الموقر,11081012,النقيرة,1108101201,النقيرة,110810120101,النقيرة,"1,110","1,435",44,67,1
11,العاصمة,1108,الموقر,11081,الموقر,11081013,الفيصلية,1108101301,الفيصلية,110810130101,الفيصلية,"3,334","4,340",92,212,2
11,العاصمة,1108,الموقر,11081,الموقر,11081014,مغاير مهنا,1108101401,مغاير مهنا,110810140101,مغاير مهنا,846,"1,030",31,52,0
11,العاصمة,1108,الموقر,11081,الموقر,11081015,الذهيبة الشرقية,1108101501,الذهيبة الشرقية,110810150101,الذهيبة الشرقية,"1,530","2,093",23,98,5
11,العاصمة,1108,الموقر,11081,الموقر,11081016,المنشية,1108101601,المنشية,110810160101,المنشية,947,"1,070",15,56,0
11,العاصمة,1108,الموقر,11081,الموقر,11081017,ام بطمة,1108101701,ام بطمة,110810170101,ام بطمة,"1,088","1,835",19,96,0
11,العاصمة,1108,الموقر,11081,الموقر,11081018,الحاتمية,1108101801,الحاتمية,110810180101,الحاتمية,899,"1,161",8,23,0
11,العاصمة,1108,الموقر,11081,الموقر,11081019,غزالة,1108101901,غزالة,110810190101,غزالة,62,199,2,18,0
11,العاصمة,1108,الموقر,11081,الموقر,11081020,روضة الحسين النموذجية,1108102001,روضة الحسين النموذجية,110810200101,روضة الحسين النموذجية,53,102,1,0,0
11,العاصمة,1108,الموقر,11081,الموقر,11081021,الحنيفية,1108102101,الحنيفية,110810210101,الحنيفية,99,190,0,0,0
11,العاصمة,1108,الموقر,11081,الموقر,11081022,الفالج(الرابية),1108102201,الفالج(الرابية),110810220101,الفالج(الرابية),41,62,0,1,0
11,العاصمة,1108,الموقر,11081,الموقر,11081023,الزميلات,1108102301,الزميلات,110810230101,الزميلات,711,830,12,48,2
11,العاصمة,1108,الموقر,11081,الموقر,11081024,المطبة (المصطبه),1108102401,المطبة (المصطبه),110810240101,المطبة (المصطبه),48,110,1,2,0
11,العاصمة,1108,الموقر,11081,الموقر,11081025,الجناب,1108102501,الجناب,110810250101,الجناب,579,652,6,3,4
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082011,رجم الشامي الغربي,1108201101,رجم الشامي الغربي,110820110101,رجم الشامي الغربي,"2,557","4,124",78,152,13
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082012,سالم,1108201201,سالم,110820120101,سالم,"3,634","4,593",50,133,13
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082013,الهاشمية,1108201301,الهاشمية,110820130101,الهاشمية,221,385,4,16,0
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082014,رجم الشامي الشرقي,1108201401,رجم الشامي الشرقي,110820140101,رجم الشامي الشرقي,"1,167","1,468",33,44,0
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082015,الذهيبة الغربية,1108201501,الذهيبة الغربية,110820150101,الذهيبة الغربية,"1,913","2,401",29,117,4
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082016,اللسين,1108201601,اللسين,110820160101,اللسين,191,217,0,10,0
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082017,الماجدية (زباره),1108201701,الماجدية (زباره),110820170101,الماجدية (زباره),102,141,0,3,0
11,العاصمة,1108,الموقر,11082,رجم الشامي,11082018,الكتيفه,1108201801,الكتيفه,110820180101,الكتيفه,126,279,3,5,0
11,العاصمة,1109,ناعور,11091,ناعور,11091011,ناعور,1109101101,ناعور,110910110101,ناعور,"8,962","12,516",341,683,26
11,العاصمة,1109,ناعور,11091,ناعور,11091012,العدسية,1109101201,العدسية,110910120101,العدسية,538,731,16,48,2
11,العاصمة,1109,ناعور,11091,ناعور,11091013,المنشية وام القطين,1109101301,المنشية وام القطين,110910130101,المنشية وام القطين,917,"1,266",36,48,2
11,العاصمة,1109,ناعور,11091,ناعور,11091014,تركي,1109101401,تركي,110910140101,تركي,966,"1,349",23,83,0
11,العاصمة,1109,ناعور,11091,ناعور,11091015,ادبيان,1109101501,ادبيان,110910150101,ادبيان,545,859,21,21,1
11,العاصمة,1109,ناعور,11091,ناعور,11091016,المنصورة,1109101601,المنصورة,110910160101,المنصورة,"1,076","1,485",22,57,0
11,العاصمة,1109,ناعور,11091,ناعور,11091018,ام السماق,1109101801,ام السماق,110910180101,ام السماق,"5,347","7,825",175,306,11
11,العاصمة,1109,ناعور,11091,ناعور,11091019,بصة ناعور,1109101901,بصة ناعور,110910190101,بصة ناعور,477,753,11,22,0
11,العاصمة,1109,ناعور,11091,ناعور,11091020,سيل حسبان,1109102001,سيل حسبان,110910200101,سيل حسبان,457,750,14,27,0
11,العاصمة,1109,ناعور,11091,ناعور,11091021,العامرية,1109102101,العامرية,110910210101,العامرية,371,513,11,20,0
11,العاصمة,1109,ناعور,11091,ناعور,11091022,بلعاس,1109102201,بلعاس,110910220101,بلعاس,676,967,19,46,2
11,العاصمة,1109,ناعور,11091,ناعور,11091023,زبود,1109102301,زبود,110910230101,زبود,748,951,7,28,2
11,العاصمة,1109,ناعور,11091,ناعور,11091024,ابو نقلة,1109102401,ابو نقلة,110910240101,ابو نقلة,615,773,22,32,1
11,العاصمة,1109,ناعور,11091,ناعور,11091025,العجاجرة,1109102501,العجاجرة,110910250101,العجاجرة,149,229,7,14,1
11,العاصمة,1109,ناعور,11091,ناعور,11091026,العويلية,1109102601,العويلية,110910260101,العويلية,207,213,5,11,0
11,العاصمة,1109,ناعور,11092,ام البساتين,11092011,ام البساتين,1109201101,ام البساتين,110920110101,ام البساتين,"2,652","3,146",54,185,3
11,العاصمة,1109,ناعور,11092,ام البساتين,11092012,السامك,1109201201,السامك,110920120101,السامك,"1,152","1,187",17,73,0
11,العاصمة,1109,ناعور,11092,ام البساتين,11092013,ام العساكر,1109201301,ام العساكر,110920130101,ام العساكر,481,576,18,24,3
11,العاصمة,1109,ناعور,11092,ام البساتين,11092014,ام الكندم,1109201401,ام الكندم,110920140101,ام الكندم,770,921,16,18,0
11,العاصمة,1109,ناعور,11092,ام البساتين,11092015,ام البرك,1109201501,ام البرك,110920150101,ام البرك,973,"1,152",42,58,4
11,العاصمة,1109,ناعور,11092,ام البساتين,11092016,ماسوح,1109201601,ماسوح,110920160101,ماسوح,189,234,6,18,0
11,العاصمة,1109,ناعور,11093,حسبان,11093011,حسبان,1109301101,حسبان,110930110101,حسبان,"1,390","1,800",32,94,0
11,العاصمة,1109,ناعور,11093,حسبان,11093012,الروضة,1109301201,الروضة,110930120101,الروضة,"3,018","3,745",68,181,1
11,العاصمة,1109,ناعور,11093,حسبان,11093013,المشقر,1109301301,المشقر,110930130101,المشقر,"1,537","1,972",23,99,3
11,العاصمة,1109,ناعور,11093,حسبان,11093014,العال,1109301401,العال,110930140101,العال,"1,751","2,354",28,77,3
11,العاصمة,1109,ناعور,11093,حسبان,11093015,منشية حسبان,1109301501,منشية حسبان,110930150101,منشية حسبان,584,824,24,36,2
11,العاصمة,1109,ناعور,11093,حسبان,11093016,كرمة حسبان,1109301601,كرمة حسبان,110930160101,كرمة حسبان,655,934,14,46,2
